law_id	terms_unique	degree	weighted_degree	betweenness	closeness	pagerank	component_id	component_size
MNCLW00569	6	389	486.0000	0.000318	0.633212	0.000415	0	810
MNCLW00570	7	160	189.0000	0.000011	0.533757	0.000231	0	810
MNCLW00571	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00572	1057	778	21057.0000	0.003275	0.926450	0.005184	0	810
MNCLW00573	25	536	1400.0000	0.000454	0.719240	0.000575	0	810
MNCLW00574	68	608	2470.0000	0.000733	0.770512	0.000828	0	810
MNCLW00575	121	600	6801.0000	0.000543	0.764457	0.001740	0	810
MNCLW00576	13	274	553.0000	0.000020	0.579031	0.000316	0	810
MNCLW00577	43	591	1738.0000	0.000691	0.757758	0.000669	0	810
MNCLW00578	2	0	0.0000	0.000000	0.000000	0.000184	13	1
MNCLW00579	4	249	271.0000	0.000086	0.568042	0.000345	0	810
MNCLW00580	111	556	5750.0000	0.000390	0.732785	0.001504	0	810
MNCLW00581	367	633	12343.0000	0.000847	0.790069	0.002996	0	810
MNCLW00582	3	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00583	49	481	2814.0000	0.000137	0.684448	0.000829	0	810
MNCLW00584	367	635	11572.0000	0.000795	0.791676	0.002819	0	810
MNCLW00585	14	291	509.0000	0.000009	0.586449	0.000300	0	810
MNCLW00586	5	250	281.0000	0.000000	0.568873	0.000246	0	810
MNCLW00587	1	0	0.0000	0.000000	0.000000	0.000184	14	1
MNCLW00588	1	0	0.0000	0.000000	0.000000	0.000184	15	1
MNCLW00589	550	629	14928.0000	0.000870	0.786873	0.003556	0	810
MNCLW00590	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00591	312	698	11864.0000	0.001616	0.845889	0.002971	0	810
MNCLW00592	357	618	12111.0000	0.000603	0.778218	0.002920	0	810
MNCLW00593	25	423	2015.0000	0.000081	0.651228	0.000641	0	810
MNCLW00594	673	682	16498.0000	0.001333	0.831429	0.003996	0	810
MNCLW00595	734	664	16137.0000	0.001444	0.815742	0.003886	0	810
MNCLW00596	14	469	797.0000	0.000324	0.677300	0.000441	0	810
MNCLW00597	146	542	6335.0000	0.000412	0.723251	0.001624	0	810
MNCLW00598	6	227	288.0000	0.000008	0.559466	0.000250	0	810
MNCLW00599	80	609	4127.0000	0.000840	0.771276	0.001205	0	810
MNCLW00600	3	70	79.0000	0.000000	0.502725	0.000205	0	810
MNCLW00601	3	70	79.0000	0.000000	0.502725	0.000205	0	810
MNCLW00602	5	216	283.0000	0.000005	0.555077	0.000249	0	810
MNCLW00603	228	657	9467.0000	0.001147	0.809800	0.002399	0	810
MNCLW00604	11	402	594.0000	0.000219	0.639982	0.000394	0	810
MNCLW00605	200	739	12327.0000	0.002661	0.885344	0.003204	0	810
MNCLW00606	297	625	11396.0000	0.000755	0.783704	0.002778	0	810
MNCLW00607	9	468	772.0000	0.000294	0.676711	0.000429	0	810
MNCLW00608	70	518	3936.0000	0.000316	0.707471	0.001089	0	810
MNCLW00609	756	702	15315.0000	0.001444	0.849583	0.003716	0	810
MNCLW00610	17	471	843.0000	0.000307	0.678481	0.000450	0	810
MNCLW00611	8	291	462.0000	0.000010	0.585566	0.000294	0	810
MNCLW00612	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00613	191	565	6556.0000	0.000383	0.739048	0.001694	0	810
MNCLW00614	1013	780	17193.0000	0.003365	0.928661	0.004357	0	810
MNCLW00615	305	652	10900.0000	0.001336	0.805608	0.002740	0	810
MNCLW00616	81	516	4092.0000	0.000382	0.706187	0.001132	0	810
MNCLW00617	389	622	10277.0000	0.001007	0.781343	0.002548	0	810
MNCLW00618	4	33	33.0000	0.000001	0.487911	0.000213	0	810
MNCLW00619	250	583	8837.0000	0.000648	0.751901	0.002182	0	810
MNCLW00620	59	485	2250.0000	0.000304	0.686865	0.000744	0	810
MNCLW00621	6	127	168.0000	0.000001	0.521244	0.000228	0	810
MNCLW00622	4	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00623	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00624	17	499	1031.0000	0.000372	0.695458	0.000495	0	810
MNCLW00625	143	663	7712.0000	0.001007	0.814888	0.002006	0	810
MNCLW00626	67	468	3904.0000	0.000171	0.676711	0.001057	0	810
MNCLW00627	246	655	10150.0000	0.001101	0.808118	0.002532	0	810
MNCLW00628	10	356	841.0000	0.000031	0.616654	0.000374	0	810
MNCLW00629	1	0	0.0000	0.000000	0.000000	0.000184	16	1
MNCLW00630	4	257	367.0000	0.000003	0.571798	0.000265	0	810
MNCLW00631	137	596	8297.0000	0.000913	0.761465	0.002113	0	810
MNCLW00632	140	534	7027.0000	0.000360	0.717913	0.001772	0	810
MNCLW00633	24	355	732.0000	0.000040	0.616166	0.000354	0	810
MNCLW00634	3	120	120.0000	0.000046	0.519158	0.000237	0	810
MNCLW00635	269	608	12345.0000	0.000812	0.770512	0.002982	0	810
MNCLW00636	133	521	5754.0000	0.000199	0.709405	0.001465	0	810
MNCLW00637	113	502	5173.0000	0.000184	0.697328	0.001344	0	810
MNCLW00638	9	238	313.0000	0.000007	0.563926	0.000256	0	810
MNCLW00639	806	734	17567.0000	0.002990	0.880337	0.004369	0	810
MNCLW00640	8	279	504.0000	0.000019	0.581193	0.000299	0	810
MNCLW00641	59	564	3162.0000	0.000490	0.738347	0.000955	0	810
MNCLW00642	220	588	7946.0000	0.000655	0.755551	0.002005	0	810
MNCLW00643	8	190	227.0000	0.000003	0.544970	0.000237	0	810
MNCLW00644	212	514	7153.0000	0.000282	0.704907	0.001776	0	810
MNCLW00645	98	501	4390.0000	0.000209	0.696703	0.001178	0	810
MNCLW00646	3	216	216.0000	0.000000	0.554286	0.000235	0	810
MNCLW00647	3	0	0.0000	0.000000	0.000000	0.000184	17	1
MNCLW00648	1	0	0.0000	0.000000	0.000000	0.000184	18	1
MNCLW00649	2	234	234.0000	0.000000	0.561890	0.000311	0	810
MNCLW00650	10	365	444.0000	0.000206	0.621083	0.000364	0	810
MNCLW00651	146	653	7596.0000	0.001036	0.806443	0.001979	0	810
MNCLW00652	373	583	10174.0000	0.000426	0.751901	0.002461	0	810
MNCLW00653	28	406	1250.0000	0.000091	0.642094	0.000478	0	810
MNCLW00654	3	253	256.0000	0.000018	0.569705	0.000316	0	810
MNCLW00655	910	655	15113.0000	0.001206	0.808118	0.003619	0	810
MNCLW00656	3	243	245.0000	0.000018	0.565565	0.000315	0	810
MNCLW00657	164	579	6852.0000	0.000533	0.749006	0.001748	0	810
MNCLW00658	36	472	1823.0000	0.000162	0.679073	0.000617	0	810
MNCLW00659	2	9	9.0000	0.000000	0.482765	0.000186	0	810
MNCLW00660	224	594	8931.0000	0.000760	0.759978	0.002223	0	810
MNCLW00661	89	512	4005.0000	0.000269	0.703633	0.001107	0	810
MNCLW00662	2	104	104.0000	0.000000	0.514014	0.000210	0	810
MNCLW00663	536	652	13460.0000	0.001392	0.805608	0.003301	0	810
MNCLW00664	4	125	156.0000	0.000028	0.521244	0.000238	0	810
MNCLW00665	134	597	8417.0000	0.000545	0.762211	0.002100	0	810
MNCLW00666	211	704	10231.0000	0.001755	0.851442	0.002611	0	810
MNCLW00667	545	618	12821.0000	0.000893	0.778218	0.003091	0	810
MNCLW00668	2	107	107.0000	0.000000	0.514694	0.000217	0	810
MNCLW00669	1	0	0.0000	0.000000	0.000000	0.000184	19	1
MNCLW00670	344	614	12211.0000	0.000601	0.775117	0.002932	0	810
MNCLW00671	140	516	5941.0000	0.000272	0.706187	0.001516	0	810
