File: MNCLW00156.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.039986s
Found terms: 1974

Term                            Line                  Word Place          

төрийн ордон                    5                     1                   
гамшгаас хамгаалах              6, 7, 13, 18          1, 1, 18, 17        
                                18, 117, 117, 154     37, 11, 16, 8       
                                226, 240, 240, 254    6, 11, 15, 7        
                                255, 256, 264, 343    3, 5, 12, 32        
                                346, 349, 361, 361    7, 11, 24, 33       
                                367, 368, 372, 378    1, 1, 5, 5          
                                379, 380, 383, 391    3, 3, 3, 6          
                                408, 409, 414, 415    4, 4, 15, 15        
                                422, 423, 445, 465    3, 3, 8, 3          
                                502, 520, 526, 528    4, 10, 7, 4         
                                529, 530, 538, 542    5, 9, 6, 9          
                                550, 554, 562, 563    4, 3, 6, 3          
                                569, 572, 586, 604    9, 9, 9, 9          
                                607, 609, 613, 620    2, 9, 2, 9          
                                626, 627, 634, 661    1, 1, 16, 5         
                                672, 766, 767, 769    16, 18, 18, 3       
                                769                   15                  
нийтлэх                         10, 11, 692, 710      1, 1, 28, 23        
                                714                   18                  
гамшгаас хамгаалах үйл ажиллагаа  13, 18, 56, 57        5, 4, 18, 9         
                                58, 63, 67, 140       9, 8, 10, 5         
                                332, 333, 337, 340    1, 1, 7, 9          
                                343, 347, 364, 446    3, 7, 6, 8          
                                457, 473, 508, 547    7, 13, 7, 3         
                                578, 589, 599, 603    6, 5, 11, 5         
                                649, 661, 759, 760    9, 12, 1, 1         
зохион байгуулагч               13, 18, 90, 119       12, 35, 5, 22       
                                131, 165, 210, 211    21, 22, 17, 17      
                                244, 253, 261, 277    6, 8, 19, 6         
                                282, 283, 284, 285    11, 5, 8, 19        
                                288, 293, 303, 335    9, 15, 16, 25       
                                337, 340, 343, 355    18, 14, 8, 24       
                                355, 364, 410, 411    44, 10, 13, 13      
                                422, 423, 464, 465    10, 10, 20, 9       
                                472, 474, 485, 498    18, 6, 12, 9        
                                533, 534, 547, 592    17, 12, 13, 9       
                                661, 672, 688         21, 23, 5           
үйл ажиллагаа                   13, 31, 32, 37        24, 30, 30, 3       
                                39, 59, 67, 71        4, 31, 28, 5        
                                72, 80, 81, 82        3, 3, 3, 5          
                                83, 86, 116, 163      3, 3, 5, 22         
                                171, 172, 190, 191    16, 16, 15, 15      
                                264, 272, 273, 274    21, 3, 3, 5         
                                275, 282, 315, 316    10, 3, 5, 22        
                                318, 334, 335, 340    5, 5, 3, 28         
                                354, 355, 385, 401    5, 3, 3, 4          
                                402, 410, 411, 426    4, 3, 3, 13         
                                427, 430, 431, 436    13, 3, 3, 21        
                                437, 440, 441, 451    21, 6, 6, 3         
                                452, 453, 458, 460    3, 3, 8, 3          
                                467, 470, 478, 479    6, 3, 3, 11         
                                486, 486, 493, 493    3, 9, 3, 9          
                                494, 498, 530, 553    3, 4, 3, 3          
                                559, 571, 581, 586    4, 4, 3, 26         
                                593, 598, 602, 604    3, 3, 3, 14         
                                611, 616, 618, 620    3, 3, 3, 24         
                                634, 636, 638, 639    28, 10, 4, 5        
                                644, 651, 653, 654    3, 8, 11, 6         
                                655, 655, 665, 667    9, 18, 29, 22       
                                761                   5                   
үр                              13, 49, 51, 61        10, 29, 10, 12      
                                69, 264, 651          7, 17, 10           
байгууллага                     13, 18, 63, 67        16, 10, 5, 25       
                                109, 111, 122, 125    3, 11, 14, 14       
                                169, 171, 172, 175    5, 14, 14, 22       
                                181, 185, 187, 190    13, 5, 5, 14        
                                191, 226, 248, 253    14, 5, 3, 5         
                                254, 255, 258, 287    3, 26, 3, 10        
                                288, 299, 303, 305    22, 11, 6, 6        
                                312, 315, 340, 343    14, 22, 3, 30       
                                359, 361, 426, 427    26, 10, 19, 19      
                                436, 437, 458, 467    25, 25, 3, 5        
                                481, 482, 494, 498    14, 10, 8, 3        
                                501, 501, 502, 503    3, 7, 3, 3          
                                514, 515, 516, 518    5, 5, 3, 6          
                                519, 532, 533, 536    4, 15, 5, 7         
                                538, 541, 542, 549    5, 14, 3, 5         
                                574, 581, 581, 582    7, 14, 18, 10       
                                586, 588, 589, 592    3, 5, 3, 7          
                                594, 600, 601, 603    3, 3, 8, 22         
                                608, 612, 614, 619    2, 20, 7, 7         
                                620, 622, 632, 632    3, 10, 15, 24       
                                647, 649, 658, 659    3, 31, 3, 3         
                                660, 661, 662, 663    5, 3, 3, 3          
                                665, 667, 667, 667    42, 14, 19, 27      
                                669, 670, 672, 674    3, 3, 15, 3         
                                678, 679, 680, 681    5, 3, 3, 3          
                                681, 682, 683, 690    8, 5, 3, 5          
                                691, 692, 693, 698    3, 3, 3, 5          
                                699, 700, 703, 705    5, 3, 3, 3          
                                706, 707, 707, 709    3, 3, 7, 5          
                                710, 713, 714, 716    3, 5, 3, 7          
                                718, 722, 723, 725    3, 5, 3, 3          
                                726, 727, 729, 731    5, 3, 6, 3          
                                733, 734, 735, 736    3, 3, 3, 3          
                                737, 739, 740, 741    3, 9, 15, 15        
                                752, 752, 753, 753    3, 38, 3, 38        
удирдлага                       13, 69, 74, 119       20, 34, 3, 24       
                                293, 299, 337, 354    20, 12, 12, 7       
                                355, 367, 368, 410    43, 3, 3, 6         
                                411, 473, 662, 663    6, 22, 7, 38        
                                672                   18                  
зохиогч                         13, 69, 161, 262      22, 36, 7, 6        
                                299, 332, 333, 334    13, 5, 5, 7         
                                436, 437, 672         12, 12, 19          
мөрдөгч                         16, 131, 430, 431     17, 12, 9, 9        
                                494, 617              10, 18              
үйлчлэгч                        17, 18                4, 43               
эрсдэлийг бууруулах             18, 39, 87, 121       12, 2, 2, 4         
                                122, 126, 131, 336    2, 2, 14, 4         
                                341, 397, 398, 401    22, 10, 10, 2       
                                402, 410, 411, 520    2, 16, 16, 6        
                                523, 535, 559, 571    2, 2, 2, 2          
                                579, 591, 762, 763    5, 2, 10, 3         
                                766, 767              14, 14              
төрийн байгууллага              18, 340, 424, 425     20, 17, 3, 3        
                                763                   12                  
захиргааны байгууллага          18, 94, 98, 114       27, 9, 15, 16       
                                117, 138, 155, 197    9, 14, 9, 15        
                                215, 215, 242, 245    15, 34, 16, 8       
                                250, 254, 264, 283    4, 22, 40, 14       
                                286, 306, 315, 316    13, 16, 10, 8       
                                335, 340, 343, 349    17, 23, 26, 34      
                                351, 352, 355, 355    9, 9, 20, 38        
                                359, 440, 441, 462    12, 13, 13, 8       
                                463, 473, 480, 487    6, 7, 7, 8          
                                488, 504, 555, 638    6, 6, 11, 11        
                                663, 665, 681, 691    10, 6, 13, 21       
                                694, 701, 703, 769    6, 6, 30, 27        
хуулийн этгээд                  18, 56, 63, 67        29, 6, 6, 26        
                                94, 96, 98, 117       11, 8, 20, 14       
                                122, 155, 167, 185    15, 11, 15, 6       
                                215, 215, 245, 250    18, 37, 10, 6       
                                255, 260, 312, 315    6, 6, 15, 12        
                                316, 318, 328, 335    10, 9, 13, 19       
                                340, 347, 355, 361    26, 5, 40, 29       
                                414, 415, 436, 437    13, 13, 26, 26      
                                473, 479, 566, 567    9, 5, 1, 1          
                                681, 707, 763, 769    15, 8, 24, 29       
гамшиг                          18, 30, 39, 39        11, 4, 7, 14        
                                44, 46, 49, 53        4, 3, 5, 5          
                                54, 69, 80, 81        5, 4, 1, 1          
                                94, 98, 109, 112      18, 22, 4, 9        
                                124, 128, 129, 131    2, 4, 16, 13        
                                157, 177, 185, 187    8, 10, 17, 14       
                                230, 231, 240, 264    21, 21, 8, 2        
                                264, 272, 273, 285    28, 1, 1, 6         
                                336, 341, 370, 375    3, 21, 7, 6         
                                376, 383, 383, 397    6, 7, 11, 9         
                                398, 410, 411, 447    9, 15, 15, 16       
                                448, 469, 520, 529    16, 5, 5, 15        
                                540, 548, 581, 762    4, 6, 5, 9          
                                766, 767              13, 13              
зөвлөл                          18, 336, 336, 336     14, 7, 14, 20       
                                341, 349, 356, 356    5, 2, 2, 7          
                                373, 375, 376, 395    6, 4, 4, 7          
                                396, 403, 404         2, 3, 3             
комисс                          18, 408, 409, 414     16, 3, 3, 7         
                                415, 433, 434, 442    7, 4, 4, 3          
                                443, 631, 636, 651    3, 8, 19, 14        
иргэн                           18, 46, 57, 58        31, 13, 17, 17      
                                63, 67, 185, 198      4, 24, 4, 17        
                                204, 215, 215, 245    9, 17, 36, 16       
                                255, 304, 328, 340    20, 10, 15, 30      
                                341, 346, 356, 361    18, 5, 10, 23       
                                363, 401, 426, 427    16, 12, 15, 15      
                                436, 437, 535, 566    30, 30, 5, 3        
                                567, 593, 612, 622    3, 5, 17, 14        
                                681, 691, 707, 716    17, 38, 6, 10       
тодорхойлолт                    20                    6                   
хэрэглэгч                       21, 700, 705, 706     3, 15, 15, 6        
аюулт үзэгдэл                   22, 23, 31, 32        3, 3, 25, 25        
                                34, 44, 59, 61        4, 6, 6, 5          
                                264, 268, 275, 308    3, 2, 6, 2          
                                309, 468, 665, 712    2, 2, 16, 2         
                                715                   2                   
эрүүл мэнд                      22, 23, 31, 32        11, 11, 6, 6        
                                46, 49, 59, 69        8, 11, 13, 14       
                                200, 691, 734         12, 25, 8           
эд хөрөнгө                      22, 23, 30, 31        18, 18, 10, 10      
                                32, 34, 41, 42        10, 11, 12, 12      
                                46, 49, 165, 308      10, 17, 6, 16       
                                309, 426, 427, 730    16, 21, 21, 11      
осол                            22, 23, 31, 32        5, 5, 27, 27        
                                44, 59, 61, 65        8, 8, 7, 8          
                                264, 268, 275, 308    5, 4, 8, 4          
                                309, 468, 665, 712    4, 4, 18, 4         
                                715, 731, 735         4, 24, 7            
хүн                             22, 23, 25, 30        8, 8, 21, 6         
                                31, 31, 32, 32        3, 28, 3, 28        
                                34, 41, 42, 49        7, 8, 8, 8          
                                59, 59, 65, 65        10, 25, 10, 38      
                                67, 69, 143, 154      16, 11, 14, 5       
                                156, 165, 167, 200    4, 3, 6, 10         
                                200, 267, 308, 309    15, 4, 12, 12       
                                312, 468, 486, 493    7, 11, 5, 5         
                                582, 665              20, 13              
хохирогч                        22, 23, 46, 49        13, 13, 12, 13      
                                734                   10                  
мал                             22, 23, 30, 31        14, 14, 8, 8        
                                32, 34, 41, 42        8, 9, 10, 10        
                                49, 59, 65, 67        14, 15, 39, 17      
                                69, 165, 308, 309     16, 4, 14, 14       
амьтан                          22, 23, 30, 31        15, 15, 9, 9        
                                32, 34, 41, 42        9, 10, 11, 11       
                                49, 59, 65, 67        15, 16, 40, 18      
                                69, 165, 308, 309     17, 5, 15, 15       
музей                           22, 23, 31, 32        20, 20, 12, 12      
