File: MNCLW00021.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.075508s
Found terms: 2546

Term                            Line                  Word Place          

төрийн ордон                    5                     1                   
нийслэл                         6, 11, 12, 13         2, 6, 4, 2          
                                25, 26, 43, 46        4, 2, 16, 12        
                                54, 59, 81, 91        17, 9, 9, 30        
                                121, 122, 123, 128    6, 17, 2, 11        
                                136, 140, 160, 160    6, 5, 6, 11         
                                162, 169, 169, 183    2, 2, 7, 4          
                                184, 184, 186, 188    2, 12, 2, 2         
                                190, 191, 191, 192    2, 2, 9, 2          
                                198, 204, 212, 213    2, 2, 9, 5          
                                216, 218, 220, 251    2, 11, 13, 2        
                                266, 327, 329, 332    36, 7, 10, 7        
                                410, 488, 494, 496    9, 3, 6, 2          
                                496, 624, 678, 683    15, 27, 14, 6       
                                768, 769, 791, 900    25, 27, 7, 10       
                                936, 936, 937, 937    33, 37, 41, 51      
                                986, 987, 998, 999    4, 2, 4, 14         
сум                             6, 11, 12, 13         3, 7, 5, 3          
                                25, 26, 43, 46        5, 3, 15, 11        
                                54, 81, 91, 121       16, 8, 31, 7        
                                128, 135, 135, 138    10, 15, 22, 5       
                                138, 140, 144, 147    10, 4, 6, 3         
                                147, 160, 160, 162    8, 14, 19, 3        
                                162, 169, 169, 200    24, 11, 16, 7       
                                204, 205, 205, 230    6, 11, 16, 11       
                                251, 264, 266, 275    3, 11, 34, 2        
                                276, 277, 288, 296    2, 2, 16, 6         
                                327, 329, 332, 410    6, 9, 6, 8          
                                488, 494, 496, 496    2, 17, 18, 26       
                                547, 678, 683, 774    16, 13, 5, 4        
                                791, 798, 927, 936    5, 35, 6, 23        
                                936, 937, 937, 986    27, 31, 35, 5       
                                987, 998, 999         3, 5, 15            
иргэн                           6, 11, 11, 12         5, 9, 26, 7         
                                13, 16, 17, 17        5, 6, 12, 25        
                                19, 21, 21, 25        23, 4, 26, 7        
                                26, 41, 42, 42        5, 5, 14, 16        
                                43, 46, 49, 54        33, 36, 13, 32      
                                58, 61, 81, 135       6, 4, 11, 2         
                                136, 137, 138, 144    2, 2, 6, 8          
                                150, 189, 205, 205    3, 9, 3, 13         
                                210, 256, 264, 270    13, 15, 13, 5       
                                272, 273, 274, 278    10, 17, 10, 7       
                                278, 284, 286, 287    13, 12, 3, 5        
                                296, 312, 314, 320    8, 21, 12, 5        
                                321, 338, 346, 373    16, 36, 36, 9       
                                396, 413, 430, 441    5, 6, 3, 3          
                                449, 505, 509, 547    17, 16, 7, 18       
                                549, 656, 696, 699    3, 5, 9, 3          
                                702, 713, 717, 734    4, 17, 3, 2         
                                740, 745, 747, 805    30, 7, 20, 8        
                                807, 807, 831, 832    6, 11, 12, 9        
                                849, 863, 866, 874    6, 10, 12, 4        
                                943, 986, 987, 994    21, 7, 5, 14        
                                998, 999              7, 17               
нийтлэх                         8, 9, 372, 395        1, 1, 2, 6          
                                625, 645              15, 21              
зохион байгуулагч               11, 64, 64, 68        13, 2, 25, 2        
                                84, 85, 86, 96        28, 3, 7, 7         
                                97, 109, 121, 136     11, 10, 15, 20      
                                137, 160, 161, 164    23, 27, 9, 6        
                                171, 174, 182, 187    45, 4, 9, 2         
                                187, 192, 192, 197    7, 14, 25, 12       
                                208, 208, 214, 214    2, 7, 13, 24        
                                221, 228, 233, 254    12, 34, 12, 11      
                                261, 317, 487, 557    39, 19, 7, 19       
                                588, 640, 641, 645    3, 20, 5, 19        
                                646, 655, 766, 787    7, 10, 18, 4        
                                825, 902, 957, 962    10, 11, 8, 15       
                                965, 970, 978         7, 13, 22           
журам                           11, 17, 83, 164       18, 10, 22, 10      
                                178, 196, 199, 220    5, 12, 11, 8        
                                230, 246, 250, 273    8, 12, 8, 11        
                                293, 303, 310, 337    18, 19, 9, 10       
                                345, 385, 477, 498    10, 7, 10, 44       
                                612, 614, 616, 633    8, 10, 11, 10       
                                746, 768, 771, 813    10, 22, 10, 8       
                                818, 867, 868, 875    17, 3, 14, 8        
                                893, 897, 925, 931    6, 16, 22, 4        
                                937                   47                  
сонгогч                         11, 19, 19, 26        27, 4, 7, 25        
                                27, 41, 42, 51        22, 6, 48, 2        
                                61, 62, 63, 68        5, 8, 4, 12         
                                121, 171, 495, 777    36, 25, 24, 7       
                                781, 783, 792, 793    3, 6, 12, 11        
                                794, 795, 796, 797    5, 12, 10, 5        
                                798, 801, 815, 823    8, 3, 7, 17         
                                846, 848, 927, 971    9, 14, 21, 12       
                                993                   7                   
захиргаа                        13, 18, 20, 27        19, 12, 9, 8        
                                29, 31, 33, 42        17, 8, 7, 3         
                                133, 133, 142, 146    22, 36, 4, 22       
                                154, 163, 165, 273    18, 8, 6, 10        
                                276, 296, 319, 321    32, 29, 3, 18       
                                892, 991              8, 6                
нэгж                            13, 20, 27, 29        22, 10, 11, 20      
                                31, 33, 42, 133       11, 10, 4, 25       
                                133, 142, 146, 154    39, 5, 25, 23       
                                296, 319, 319, 321    32, 5, 7, 20        
                                321, 402, 431, 444    22, 6, 12, 12       
удирдлага                       13, 27, 29, 31        24, 13, 22, 13      
                                33, 133, 161, 193     12, 41, 15, 11      
                                194, 215, 261, 798    22, 11, 42, 18      
                                798, 860              22, 9               
тодорхойлолт                    14, 428, 439, 791     6, 18, 18, 25       
                                798, 799, 800         26, 12, 19          
хэрэглэгч                       15, 92, 178, 359      3, 7, 13, 18        
                                572, 843, 871, 871    34, 11, 8, 19       
санал                           16, 19, 38, 39        13, 8, 5, 4         
                                46, 73, 74, 75        14, 20, 6, 6        
                                78, 79, 79, 84        18, 23, 38, 12      
                                91, 92, 92, 93        23, 16, 32, 10      
                                94, 114, 114, 114     10, 9, 15, 17       
                                117, 131, 144, 146    15, 2, 2, 11        
                                149, 154, 171, 171    23, 13, 29, 39      
                                172, 172, 176, 184    5, 16, 5, 4         
                                204, 205, 210, 218    10, 20, 5, 5        
                                225, 227, 228, 228    7, 7, 6, 11         
                                228, 228, 234, 236    24, 31, 4, 20       
                                239, 266, 270, 275    20, 50, 26, 11      
                                276, 281, 289, 296    11, 35, 7, 2        
                                296, 299, 302, 307    18, 8, 22, 5        
                                309, 311, 312, 319    21, 31, 31, 11      
                                319, 321, 327, 357    18, 38, 35, 15      
                                393, 394, 410, 410    12, 6, 15, 18       
                                453, 455, 467, 471    15, 8, 6, 3         
                                518, 519, 520, 522    18, 19, 23, 9       
                                522, 547, 580, 593    16, 21, 5, 16       
                                598, 612, 616, 629    27, 13, 27, 16      
                                633, 635, 635, 638    19, 8, 27, 9        
                                638, 638, 645, 646    24, 34, 17, 12      
                                660, 665, 686, 731    8, 15, 13, 4        
                                731, 738, 749, 750    12, 16, 1, 1        
                                765, 766, 766, 766    15, 4, 6, 13        
                                768, 768, 768, 768    4, 8, 12, 16        
                                769, 769, 770, 771    5, 15, 3, 4         
                                773, 773, 773, 774    2, 5, 13, 14        
                                774, 777, 777, 778    19, 3, 5, 5         
                                781, 781, 782, 782    7, 18, 19, 24       
                                782, 784, 785, 785    34, 7, 4, 14        
                                787, 787, 787, 788    6, 12, 14, 12       
                                788, 789, 789, 790    18, 11, 23, 5       
                                790, 791, 791, 791    7, 13, 16, 27       
                                792, 796, 796, 796    5, 8, 21, 23        
                                796, 798, 798, 798    27, 11, 13, 28      
                                799, 800, 800, 802    13, 12, 14, 3       
                                802, 802, 802, 803    5, 15, 17, 3        
                                803, 803, 804, 804    5, 8, 3, 5          
                                804, 804, 805, 805    12, 15, 3, 5        
                                805, 806, 806, 811    14, 3, 5, 3         
                                811, 812, 812, 812    5, 3, 5, 21         
                                812, 813, 813, 814    24, 2, 5, 5         
                                814, 815, 815, 815    7, 3, 5, 8          
                                816, 816, 817, 817    3, 7, 3, 5          
                                817, 818, 818, 819    9, 12, 15, 6        
                                820, 820, 821, 821    4, 7, 12, 14        
                                823, 823, 823, 823    5, 7, 13, 15        
                                823, 824, 824, 824    29, 3, 6, 17        
                                825, 826, 827, 827    4, 6, 7, 9          
                                827, 827, 827, 829    27, 34, 39, 9       
                                829, 830, 831, 833    13, 8, 28, 8        
                                838, 840, 841, 842    14, 2, 2, 2         
                                843, 843, 843, 844    5, 12, 17, 4        
                                844, 844, 845, 845    9, 13, 10, 15       
                                845, 845, 846, 846    25, 31, 4, 16       
                                846, 847, 850, 853    20, 4, 3, 2         
                                853, 853, 853, 854    11, 22, 24, 6       
                                854, 854, 854, 854    8, 12, 16, 20       
                                854, 855, 856, 857    23, 8, 10, 6        
                                859, 860, 862, 862    2, 13, 14, 27       
                                865, 868, 870, 871    22, 18, 8, 32       
                                873, 877, 881, 881    8, 2, 6, 11         
                                881, 887, 889, 891    14, 4, 11, 2        
                                895, 895, 896, 896    17, 21, 13, 19      
                                897, 897, 905, 910    8, 13, 4, 8         
                                913, 913, 913, 913    7, 14, 17, 27       
                                913, 914, 914, 914    33, 7, 17, 27       
                                915, 915, 917, 919    13, 17, 8, 6        
                                920, 921, 922, 922    5, 4, 6, 9          
                                923, 923, 923, 923    7, 13, 18, 28       
                                923, 924, 924, 925    31, 6, 10, 15       
                                926, 928, 933, 933    8, 18, 9, 11        
                                934, 934, 934, 936    5, 11, 13, 9        
                                936, 937, 937, 937    14, 3, 9, 13        
                                937, 938, 938, 940    17, 7, 16, 5        
                                940, 941, 942, 949    15, 3, 12, 15       
                                950, 951, 952, 952    13, 15, 13, 23      
                                952, 952, 952, 967    25, 31, 32, 4       
                                968, 968, 968, 969    3, 7, 12, 2         
                                969, 970, 971, 971    14, 2, 2, 5         
                                972, 972, 972, 972    2, 7, 10, 15        
                                972, 974, 975, 975    22, 7, 17, 22       
                                975, 975, 976, 977    27, 32, 6, 6        
                                978, 979, 981, 981    2, 2, 3, 6          
                                981, 982, 982, 999    11, 6, 27, 6        
18 нас хүрсэн                   17, 21, 46, 863       4, 17, 6, 3         
нэр дэвшигч                     17, 59, 59, 64        16, 5, 13, 13       
                                174, 354, 404, 409    15, 14, 7, 3        
                                409, 414, 415, 416    15, 3, 7, 6         
                                417, 434, 463, 490    6, 3, 8, 3          
                                493, 501, 502, 510    18, 10, 3, 3        
                                514, 516, 520, 609    18, 14, 39, 23      
                                647, 670, 686, 712    5, 7, 4, 9          
                                731, 758, 837, 849    10, 6, 4, 16        
                                862, 982              10, 19              
улсын бүртгэлийн байгууллага    18, 150, 281, 294     4, 19, 42, 28       
                                302, 305, 311         29, 3, 28           
төрийн үйлчилгээ                18, 163, 165, 892     14, 10, 8, 10       
ажилтан                         18, 91, 97, 99        2, 8, 7, 3          
                                108, 108, 109, 109    4, 8, 4, 8          
                                110, 110, 164, 174    9, 26, 4, 26        
                                247, 252, 275, 276    12, 3, 24, 25       
                                277, 304, 305, 307    29, 4, 2, 2         
                                308, 309, 314, 493    2, 2, 2, 16         
                                494, 496, 496, 498    21, 12, 24, 6       
                                611, 647, 849, 865    5, 4, 15, 6         
                                910                   15                  
гэрээ                           18, 121, 358, 376     7, 43, 22, 2        
                                600, 642, 658         28, 10, 24          
хүн                             19, 121, 133, 135     2, 33, 18, 23       
                                339, 347, 359, 405    15, 15, 10, 12      
                                408, 442, 471, 718    17, 11, 11, 4       
                                808, 853, 859, 872    10, 15, 11, 11      
уншигч                          19, 781               11, 9               
чадамж                          19, 21, 49, 272       22, 23, 3, 3        
                                863                   9                   
сонгуулийн эрх бүхий иргэн      20, 26, 261, 266      18, 18, 22, 12      
шүүхийн шийдвэр                 22, 49, 272, 273      17, 5, 5, 19        
                                427, 438, 464, 466    12, 12, 11, 35      
                                770, 812, 949, 950    7, 35, 20, 18       
                                954                   15                  
домэйн нэр                      23                    8                   
торгох ял                       24                    18                  
нэмэгдэл                        24                    13                  
нутгийн өөрөө удирдах байгууллага  26, 64, 175, 195      33, 6, 3, 14        
                                294, 577, 653, 716    11, 3, 8, 15        
шуудан                          26, 63, 100, 509      24, 3, 5, 10        
                                670, 670, 855         20, 22, 15          
дахин сонгууль                  28, 46, 83, 84        10, 4, 6, 10        
                                84, 118, 119, 192     23, 8, 13, 12       
                                194, 200, 222, 322    10, 12, 6, 8        
                                338, 346, 368, 369    25, 25, 11, 28      
                                398, 516, 681, 953    26, 7, 27, 14       
                                963, 964              6, 14               
тохиолдол                       31, 39, 40, 77        27, 7, 10, 13       
                                117, 155, 239, 242    11, 12, 13, 5       
                                314, 321, 404, 457    22, 10, 6, 4        
                                463, 467, 471, 478    6, 5, 2, 17         
                                517, 566, 580, 624    19, 15, 20, 13      
                                627, 653, 662, 712    10, 5, 21, 6        
                                747, 850, 894, 895    18, 20, 14, 11      
                                896, 915, 923, 954    9, 12, 26, 14       
                                974, 975              6, 26               
шийдвэр                         35, 166, 167, 168     8, 11, 16, 12       
                                191, 198, 198, 212    7, 8, 26, 7         
                                249, 254, 256, 320    4, 9, 7, 12         
                                322, 332, 332, 341    17, 12, 16, 7       
                                349, 355, 369, 379    7, 9, 38, 23        
                                386, 396, 424, 426    9, 9, 5, 13         
                                437, 453, 454, 498    13, 5, 5, 15        
                                498, 616, 632, 638    32, 34, 11, 21      
                                681, 685, 690, 720    31, 10, 19, 2       
                                900, 942, 943, 948    14, 20, 12, 23      
                                949, 950, 951, 952    33, 32, 9, 9        
                                953, 954, 964, 969    10, 5, 4, 6         
                                969, 970, 978, 978    13, 6, 6, 13        
                                990, 991, 992         10, 3, 3            
нэмэлт санал хураалт            39, 102, 192, 194     9, 3, 5, 12         
                                214, 659, 915, 968    4, 3, 5, 17         
дахин санал хураалт             40, 321, 321, 945     12, 3, 32, 5        
