	id	doc_id	term_id
34718	164210	MNCLW00164	2410021
34712	164208	MNCLW00164	794
34711	164208	MNCLW00164	6700020
34709	164208	MNCLW00164	5720232
34708	164208	MNCLW00164	6190023
34707	164208	MNCLW00164	8260038
34688	164193	MNCLW00164	4360015
34658	164178	MNCLW00164	818
34648	164170	MNCLW00164	600013
34647	164170	MNCLW00164	7460010
34858	164308	MNCLW00164	190
34720	164211	MNCLW00164	816
34867	164319	MNCLW00164	350026
35035	164467	MNCLW00164	903
34872	164329	MNCLW00164	5110029
34644	164166	MNCLW00164	433
35059	164491	MNCLW00164	6140068
35052	164482	MNCLW00164	507
35049	164482	MNCLW00164	1470023
35040	164471	MNCLW00164	6140027
35029	164458	MNCLW00164	1680026
35026	164457	MNCLW00164	8160019
35018	164450	MNCLW00164	1460019
35011	164443	MNCLW00164	1007
35005	164439	MNCLW00164	8260034
35063	164493	MNCLW00164	5910017
35001	164437	MNCLW00164	5720233
34999	164429	MNCLW00164	8120015
34993	164426	MNCLW00164	8260045
34989	164421	MNCLW00164	3180025
34985	164421	MNCLW00164	7310025
34978	164417	MNCLW00164	1232
34977	164417	MNCLW00164	8260054
34964	164400	MNCLW00164	623
34950	164393	MNCLW00164	1198
34948	164393	MNCLW00164	5720066
34943	164387	MNCLW00164	1010
34940	164386	MNCLW00164	1009
34924	164372	MNCLW00164	6060018
34879	164336	MNCLW00164	2090016
34869	164320	MNCLW00164	8260044
34643	164164	MNCLW00164	545
35004	164438	MNCLW00164	4940019
34612	164147	MNCLW00164	5110028
34485	164066	MNCLW00164	5720082
34479	164061	MNCLW00164	2490030
34478	164061	MNCLW00164	2490046
34477	164061	MNCLW00164	2490041
34476	164060	MNCLW00164	2310022
34471	164058	MNCLW00164	1480013
34466	164052	MNCLW00164	316
34465	164052	MNCLW00164	1172
34464	164052	MNCLW00164	6140037
34463	164052	MNCLW00164	3940032
34462	164052	MNCLW00164	6700032
34458	164048	MNCLW00164	6700054
34456	164045	MNCLW00164	1900015
34455	164045	MNCLW00164	1650013
34448	164026	MNCLW00164	6770048
34446	164023	MNCLW00164	2450014
34443	164022	MNCLW00164	1373
34442	164022	MNCLW00164	2440026
34440	164015	MNCLW00164	5660016
34439	164014	MNCLW00164	5950065
34437	164012	MNCLW00164	4940013
34436	164009	MNCLW00164	205
34435	164009	MNCLW00164	928
34434	164002	MNCLW00164	938
34617	164149	MNCLW00164	846
34487	164069	MNCLW00164	1176
34493	164074	MNCLW00164	7750017
34438	164014	MNCLW00164	6140040
34495	164074	MNCLW00164	1960021
34494	164074	MNCLW00164	333
34603	164140	MNCLW00164	6450010
34598	164139	MNCLW00164	7750013
34591	164137	MNCLW00164	1002
34587	164135	MNCLW00164	6700056
34586	164134	MNCLW00164	531
34582	164132	MNCLW00164	7920013
34577	164129	MNCLW00164	3980016
34576	164128	MNCLW00164	5110031
34568	164121	MNCLW00164	5890015
34564	164120	MNCLW00164	730039
34556	164113	MNCLW00164	1520015
34589	164136	MNCLW00164	1670027
34547	164108	MNCLW00164	2310013
34555	164113	MNCLW00164	4350013
34505	164081	MNCLW00164	617
34506	164081	MNCLW00164	506
34508	164082	MNCLW00164	8360012
34514	164092	MNCLW00164	3300017
34507	164082	MNCLW00164	1770027
34523	164100	MNCLW00164	450
34527	164100	MNCLW00164	437
34541	164106	MNCLW00164	3500017
34542	164106	MNCLW00164	791
34518	164097	MNCLW00164	2770030
34497	164074	MNCLW00164	5720223
35383	165306	MNCLW00165	1950019
35376	165301	MNCLW00165	4310020
35344	165256	MNCLW00165	8260052
35375	165299	MNCLW00165	2340031
35374	165299	MNCLW00165	8440017
35372	165290	MNCLW00165	210011
35367	165281	MNCLW00165	710026
35364	165277	MNCLW00165	38
35360	165273	MNCLW00165	1198
35303	165194	MNCLW00165	2310013
35341	165253	MNCLW00165	8100023
35320	165217	MNCLW00165	1670027
35319	165217	MNCLW00165	8440018
35318	165217	MNCLW00165	1009
35293	165186	MNCLW00165	5720082
35291	165185	MNCLW00165	2310015
35277	165167	MNCLW00165	810015
35387	165312	MNCLW00165	20016
35272	165160	MNCLW00165	1283
35343	165256	MNCLW00165	505
35391	165312	MNCLW00165	1176
35500	165412	MNCLW00165	8120015
35422	165328	MNCLW00165	533
35263	165156	MNCLW00165	3180025
35550	165440	MNCLW00165	706
35543	165436	MNCLW00165	240011
35529	165432	MNCLW00165	6320016
35520	165421	MNCLW00165	2310023
35518	165420	MNCLW00165	2650021
35517	165420	MNCLW00165	1004
35507	165413	MNCLW00165	5720223
35503	165413	MNCLW00165	730021
35421	165328	MNCLW00165	4940018
35495	165406	MNCLW00165	432
35480	165398	MNCLW00165	6720020
35477	165398	MNCLW00165	2770016
35475	165397	MNCLW00165	350026
35474	165397	MNCLW00165	3940032
35473	165395	MNCLW00165	5170014
35472	165395	MNCLW00165	7350013
35471	165395	MNCLW00165	8360022
35452	165369	MNCLW00165	1010
35428	165339	MNCLW00165	190
35483	165403	MNCLW00165	1242
35262	165155	MNCLW00165	1520015
35274	165160	MNCLW00165	5720230
35249	165139	MNCLW00165	687
35105	165040	MNCLW00165	705
35104	165039	MNCLW00165	3830015
35103	165037	MNCLW00165	5830012
35102	165037	MNCLW00165	1400026
35101	165037	MNCLW00165	531
35100	165037	MNCLW00165	1400018
35095	165034	MNCLW00165	3300017
35091	165025	MNCLW00165	1172
35086	165021	MNCLW00165	2310022
35106	165040	MNCLW00165	205
35085	165021	MNCLW00165	710029
35080	165019	MNCLW00165	1650014
35075	165015	MNCLW00165	5660016
35072	165010	MNCLW00165	4940013
35071	165007	MNCLW00165	1650013
35070	165007	MNCLW00165	1650012
35069	165007	MNCLW00165	6320014
35068	165007	MNCLW00165	450
35067	165007	MNCLW00165	6770048
35256	165144	MNCLW00165	1650018
35081	165019	MNCLW00165	303
35109	165043	MNCLW00165	1152
35079	165019	MNCLW00165	1650017
35126	165050	MNCLW00165	918
35231	165119	MNCLW00165	5590022
35125	165050	MNCLW00165	7410021
35228	165117	MNCLW00165	5720228
35211	165106	MNCLW00165	757
35192	165095	MNCLW00165	8100022
35186	165094	MNCLW00165	8360012
35180	165091	MNCLW00165	8100025
35179	165091	MNCLW00165	6140040
35162	165081	MNCLW00165	1800014
35203	165103	MNCLW00165	356
35157	165076	MNCLW00165	1373
35148	165072	MNCLW00165	5420012
35141	165070	MNCLW00165	5950065
35140	165070	MNCLW00165	1480013
35139	165070	MNCLW00165	1770027
35133	165058	MNCLW00165	141
35129	165056	MNCLW00165	831
35158	165076	MNCLW00165	8260054
35127	165055	MNCLW00165	1007
35128	165056	MNCLW00165	7220014
35559	166005	MNCLW00166	1670027
35823	167164	MNCLW00167	1294
35832	167168	MNCLW00167	1190
35834	167169	MNCLW00167	4310013
35835	167170	MNCLW00167	3980019
35838	167173	MNCLW00167	2310013
35872	167192	MNCLW00167	8260054
35861	167187	MNCLW00167	5720041
35867	167189	MNCLW00167	190
35875	167193	MNCLW00167	2770030
35891	167202	MNCLW00167	810028
35821	167164	MNCLW00167	8140014
35894	167206	MNCLW00167	6090048
35858	167186	MNCLW00167	2440026
35818	167164	MNCLW00167	1950019
35772	167139	MNCLW00167	8260038
35812	167161	MNCLW00167	3300017
35808	167159	MNCLW00167	7630021
35806	167159	MNCLW00167	1460019
35800	167155	MNCLW00167	600013
35799	167155	MNCLW00167	6140027
35787	167147	MNCLW00167	1004
35782	167145	MNCLW00167	6140053
35773	167140	MNCLW00167	4350013
35770	167138	MNCLW00167	316
35769	167138	MNCLW00167	2720018
35768	167138	MNCLW00167	433
35765	167138	MNCLW00167	617
35897	167206	MNCLW00167	5890015
35815	167161	MNCLW00167	7160014
35903	167207	MNCLW00167	531
36153	167352	MNCLW00167	5490020
35925	167219	MNCLW00167	1390
35764	167135	MNCLW00167	2410018
36282	167429	MNCLW00167	851
36263	167420	MNCLW00167	545
36255	167411	MNCLW00167	1176
36231	167396	MNCLW00167	5720230
36178	167364	MNCLW00167	8360015
36171	167360	MNCLW00167	5490024
36164	167357	MNCLW00167	5130022
36150	167350	MNCLW00167	1172
36147	167349	MNCLW00167	5590022
36143	167348	MNCLW00167	1690016
36135	167340	MNCLW00167	1680024
36130	167335	MNCLW00167	8260035
35904	167210	MNCLW00167	250024
36128	167333	MNCLW00167	507
36069	167298	MNCLW00167	8160019
36067	167296	MNCLW00167	1560025
36029	167278	MNCLW00167	8090021
36004	167260	MNCLW00167	8360018
35998	167258	MNCLW00167	7630028
35970	167243	MNCLW00167	8160014
35968	167243	MNCLW00167	350026
35967	167243	MNCLW00167	8160018
35946	167232	MNCLW00167	5580031
35944	167232	MNCLW00167	7630027
35941	167229	MNCLW00167	6190023
35936	167225	MNCLW00167	2340031
35929	167222	MNCLW00167	1006
36119	167331	MNCLW00167	2310022
35758	167129	MNCLW00167	8360016
35574	167019	MNCLW00167	303
35753	167127	MNCLW00167	1030
35620	167050	MNCLW00167	1470023
35616	167048	MNCLW00167	6140037
35615	167048	MNCLW00167	1010
35613	167048	MNCLW00167	1009
35606	167039	MNCLW00167	250019
35605	167039	MNCLW00167	1670034
35602	167038	MNCLW00167	1670033
35601	167038	MNCLW00167	5660016
35596	167036	MNCLW00167	1670031
35595	167036	MNCLW00167	5490021
35592	167035	MNCLW00167	1520015
35591	167035	MNCLW00167	6320014
35589	167035	MNCLW00167	7630024
35588	167034	MNCLW00167	1670029
35586	167034	MNCLW00167	8140013
35585	167034	MNCLW00167	928
35580	167028	MNCLW00167	791
35579	167026	MNCLW00167	8360013
35756	167128	MNCLW00167	1560020
35573	167019	MNCLW00167	1650013
35571	167019	MNCLW00167	1670032
35570	167018	MNCLW00167	5720082
35569	167016	MNCLW00167	4940013
35566	167012	MNCLW00167	1960021
35565	167012	MNCLW00167	8360012
35563	167012	MNCLW00167	6700020
35562	167005	MNCLW00167	1670027
35624	167052	MNCLW00167	333
35626	167052	MNCLW00167	5720223
35577	167023	MNCLW00167	6770048
35630	167053	MNCLW00167	5110031
35627	167053	MNCLW00167	2090016
35746	167122	MNCLW00167	810015
35741	167121	MNCLW00167	550012
35738	167119	MNCLW00167	212
35736	167119	MNCLW00167	810024
35725	167111	MNCLW00167	628
35708	167101	MNCLW00167	5170022
35707	167101	MNCLW00167	437
35705	167100	MNCLW00167	506
35699	167096	MNCLW00167	3500017
35698	167092	MNCLW00167	5110028
35695	167091	MNCLW00167	794
35692	167091	MNCLW00167	2410021
35691	167091	MNCLW00167	450
35716	167106	MNCLW00167	3980016
35671	167074	MNCLW00167	1470043
35633	167057	MNCLW00167	205
35675	167077	MNCLW00167	1480013
35636	167057	MNCLW00167	2310023
35638	167058	MNCLW00167	5920020
35650	167061	MNCLW00167	6140040
35651	167061	MNCLW00167	7310025
35643	167059	MNCLW00167	6320016
35655	167062	MNCLW00167	1373
35657	167062	MNCLW00167	846
35659	167063	MNCLW00167	752
35663	167065	MNCLW00167	6870032
35664	167065	MNCLW00167	5950065
35653	167061	MNCLW00167	2720021
36541	168209	MNCLW00168	1176
36542	168209	MNCLW00168	3180025
36469	168160	MNCLW00168	846
36535	168204	MNCLW00168	531
36527	168198	MNCLW00168	8260032
36496	168182	MNCLW00168	7310025
36485	168172	MNCLW00168	1267
36470	168160	MNCLW00168	6320016
36467	168160	MNCLW00168	5720230
36442	168130	MNCLW00168	5580031
36459	168150	MNCLW00168	4940019
36458	168150	MNCLW00168	7350013
36454	168145	MNCLW00168	316
36444	168131	MNCLW00168	8260029
36416	168115	MNCLW00168	5660016
36409	168111	MNCLW00168	730021
36546	168211	MNCLW00168	205
36408	168110	MNCLW00168	692
36463	168156	MNCLW00168	8260045
36555	168218	MNCLW00168	250019
36635	168299	MNCLW00168	2440026
36563	168225	MNCLW00168	506
36407	168110	MNCLW00168	1010
36659	168312	MNCLW00168	2310013
36653	168310	MNCLW00168	791
36649	168307	MNCLW00168	928
36641	168305	MNCLW00168	3500017
36663	168315	MNCLW00168	5720066
36626	168297	MNCLW00168	450
36616	168286	MNCLW00168	8260054
36560	168221	MNCLW00168	1470023
36611	168284	MNCLW00168	5720229
36601	168279	MNCLW00168	3300021
36599	168274	MNCLW00168	3830015
36592	168272	MNCLW00168	422
36591	168271	MNCLW00168	2310023
36585	168261	MNCLW00168	2410021
36584	168261	MNCLW00168	794
36581	168252	MNCLW00168	3980019
36571	168241	MNCLW00168	955
36604	168281	MNCLW00168	5110028
36406	168110	MNCLW00168	1009
36292	168016	MNCLW00168	6770048
36403	168109	MNCLW00168	2340031
36318	168045	MNCLW00168	7750017
36314	168041	MNCLW00168	1680029
36311	168032	MNCLW00168	8260028
36310	168032	MNCLW00168	1680026
36309	168032	MNCLW00168	8260052
36306	168032	MNCLW00168	8260038
36305	168029	MNCLW00168	6140040
36302	168029	MNCLW00168	1680024
36300	168025	MNCLW00168	1960021
36298	168022	MNCLW00168	2310022
36296	168021	MNCLW00168	8360012
36295	168021	MNCLW00168	730026
36290	168014	MNCLW00168	4940013
36286	168010	MNCLW00168	8360013
36285	168010	MNCLW00168	8260058
36284	168005	MNCLW00168	333
36404	168110	MNCLW00168	7830025
36326	168049	MNCLW00168	710029
36327	168049	MNCLW00168	1670032
36299	168022	MNCLW00168	5720223
36347	168068	MNCLW00168	661
36328	168049	MNCLW00168	5720082
36402	168109	MNCLW00168	1980013
36401	168109	MNCLW00168	1400028
36394	168107	MNCLW00168	533
36393	168105	MNCLW00168	6320014
36390	168105	MNCLW00168	5950065
36384	168099	MNCLW00168	250024
36382	168095	MNCLW00168	303
36376	168089	MNCLW00168	1373
36391	168105	MNCLW00168	8260034
36369	168087	MNCLW00168	1480013
36367	168087	MNCLW00168	6350016
36365	168087	MNCLW00168	1650018
36364	168087	MNCLW00168	1121
36363	168087	MNCLW00168	3940032
36362	168085	MNCLW00168	510
36350	168073	MNCLW00168	5130022
36372	168087	MNCLW00168	6350015
36348	168071	MNCLW00168	350026
36725	169066	MNCLW00169	5110031
36771	169105	MNCLW00169	1006
36770	169105	MNCLW00169	6700056
36769	169103	MNCLW00169	2650021
36768	169103	MNCLW00169	7310025
36733	169072	MNCLW00169	303
36750	169085	MNCLW00169	846
36749	169084	MNCLW00169	5720223
36773	169110	MNCLW00169	1950019
36757	169092	MNCLW00169	1023
36777	169116	MNCLW00169	507
36813	169147	MNCLW00169	956
36783	169122	MNCLW00169	1460019
36784	169126	MNCLW00169	661
36786	169127	MNCLW00169	378
36789	169128	MNCLW00169	57
36791	169131	MNCLW00169	6140040
36795	169131	MNCLW00169	1390
36797	169132	MNCLW00169	8260038
36798	169132	MNCLW00169	620
36816	169151	MNCLW00169	2310022
36724	169066	MNCLW00169	2410035
36781	169119	MNCLW00169	1770027
36720	169062	MNCLW00169	3830015
36716	169054	MNCLW00169	450
36671	169015	MNCLW00169	713
36668	169008	MNCLW00169	6770048
36670	169014	MNCLW00169	205
36672	169015	MNCLW00169	1480013
36673	169016	MNCLW00169	2770030
36674	169016	MNCLW00169	5720082
36675	169016	MNCLW00169	5750014
36676	169017	MNCLW00169	1690016
36680	169022	MNCLW00169	6870041
36681	169022	MNCLW00169	510
36687	169032	MNCLW00169	8360012
36677	169017	MNCLW00169	1150
36697	169039	MNCLW00169	1007
36714	169050	MNCLW00169	6350015
36713	169050	MNCLW00169	2520023
36696	169039	MNCLW00169	687
36712	169050	MNCLW00169	8120016
36710	169050	MNCLW00169	7410021
36719	169062	MNCLW00169	56
36705	169048	MNCLW00169	356
36700	169042	MNCLW00169	531
36699	169042	MNCLW00169	350026
36698	169039	MNCLW00169	2340031
36709	169049	MNCLW00169	730039
37582	170375	MNCLW00170	2310022
37186	170164	MNCLW00170	5910021
37175	170160	MNCLW00170	799
37169	170159	MNCLW00170	400013
37167	170158	MNCLW00170	400014
37165	170157	MNCLW00170	6700056
37141	170147	MNCLW00170	4940019
37262	170193	MNCLW00170	1730028
36995	170089	MNCLW00170	2340031
37128	170140	MNCLW00170	5490021
37116	170134	MNCLW00170	101
37108	170132	MNCLW00170	798
37090	170124	MNCLW00170	7310025
37082	170119	MNCLW00170	794
37077	170116	MNCLW00170	3940032
37061	170109	MNCLW00170	1480013
37279	170202	MNCLW00170	4360013
37139	170146	MNCLW00170	433
37290	170206	MNCLW00170	6060018
37491	170318	MNCLW00170	2310015
37296	170208	MNCLW00170	6550053
37580	170374	MNCLW00170	316
37577	170370	MNCLW00170	56
37565	170360	MNCLW00170	8260054
37564	170360	MNCLW00170	8260038
37531	170336	MNCLW00170	356
37522	170328	MNCLW00170	3830015
37501	170320	MNCLW00170	5750014
37291	170206	MNCLW00170	4370021
37441	170283	MNCLW00170	487
37437	170281	MNCLW00170	1335
37363	170236	MNCLW00170	1730033
37354	170232	MNCLW00170	506
37327	170219	MNCLW00170	3980016
37320	170216	MNCLW00170	1770027
37300	170209	MNCLW00170	742
37298	170209	MNCLW00170	548
37439	170283	MNCLW00170	8090021
36994	170088	MNCLW00170	1730024
36902	170050	MNCLW00170	1004
36982	170080	MNCLW00170	1030
36849	170022	MNCLW00170	1950019
36848	170021	MNCLW00170	1700019
36843	170020	MNCLW00170	1700018
36841	170019	MNCLW00170	8350028
36838	170019	MNCLW00170	5720066
36834	170018	MNCLW00170	5720233
36833	170018	MNCLW00170	1730025
36859	170030	MNCLW00170	205
36831	170017	MNCLW00170	1242
36829	170016	MNCLW00170	1700017
36828	170016	MNCLW00170	1700016
36827	170016	MNCLW00170	1700015
36825	170016	MNCLW00170	8260033
36822	170011	MNCLW00170	4940013
36818	170008	MNCLW00170	6770048
36991	170086	MNCLW00170	470066
36830	170016	MNCLW00170	190034
36861	170031	MNCLW00170	846
36817	170003	MNCLW00170	1700014
36871	170037	MNCLW00170	6140040
36976	170078	MNCLW00170	190
36975	170078	MNCLW00170	1680026
36967	170077	MNCLW00170	6950029
36962	170073	MNCLW00170	5720223
36942	170068	MNCLW00170	757
36935	170064	MNCLW00170	2770030
36913	170053	MNCLW00170	5720082
36870	170037	MNCLW00170	956
36904	170050	MNCLW00170	5110031
36895	170048	MNCLW00170	918
36890	170046	MNCLW00170	5720230
36887	170045	MNCLW00170	350026
36882	170042	MNCLW00170	437
36881	170042	MNCLW00170	507
36880	170042	MNCLW00170	450
36873	170038	MNCLW00170	1730030
36896	170048	MNCLW00170	791
37588	171008	MNCLW00171	205
37586	171008	MNCLW00171	6770048
37587	171008	MNCLW00171	794
37589	172004	MNCLW00172	1730024
37590	172004	MNCLW00172	849
37928	173234	MNCLW00173	548
37945	173242	MNCLW00173	6950029
38088	173345	MNCLW00173	4940019
37955	173244	MNCLW00173	1030
37963	173250	MNCLW00173	470066
37994	173274	MNCLW00173	5660016
37996	173274	MNCLW00173	1211
38017	173293	MNCLW00173	6770050
38063	173332	MNCLW00173	101
38031	173302	MNCLW00173	2590016
38043	173314	MNCLW00173	6550029
38056	173330	MNCLW00173	798
37995	173274	MNCLW00173	1242
37919	173229	MNCLW00173	443
37842	173191	MNCLW00173	1470023
37866	173200	MNCLW00173	5720230
37865	173200	MNCLW00173	956
37857	173197	MNCLW00173	350026
37854	173195	MNCLW00173	791
37853	173195	MNCLW00173	918
37852	173194	MNCLW00173	115
37851	173194	MNCLW00173	6060018
37850	173194	MNCLW00173	1004
37848	173194	MNCLW00173	5490021
37840	173187	MNCLW00173	6970012
37819	173175	MNCLW00173	5190019
37792	173159	MNCLW00173	4360020
37791	173159	MNCLW00173	710024
38105	173354	MNCLW00173	6700056
37907	173223	MNCLW00173	1770027
38108	173355	MNCLW00173	400014
38684	173700	MNCLW00173	2310017
38113	173357	MNCLW00173	799
37783	173153	MNCLW00173	3940032
38785	173771	MNCLW00173	56
38773	173761	MNCLW00173	8260038
38750	173742	MNCLW00173	547
38728	173722	MNCLW00173	1373
38723	173718	MNCLW00173	8260054
38712	173708	MNCLW00173	1800014
38691	173702	MNCLW00173	1800017
38687	173700	MNCLW00173	2310023
38789	173777	MNCLW00173	316
38685	173700	MNCLW00173	1002
38676	173691	MNCLW00173	687
38600	173639	MNCLW00173	3830015
38593	173636	MNCLW00173	2440022
38110	173356	MNCLW00173	400013
38589	173635	MNCLW00173	2310015
38534	173595	MNCLW00173	8090021
38532	173593	MNCLW00173	1335
38454	173537	MNCLW00173	506
38396	173512	MNCLW00173	4370021
38379	173501	MNCLW00173	8260033
38377	173499	MNCLW00173	4360013
38312	173476	MNCLW00173	1480013
38309	173474	MNCLW00173	475
38300	173468	MNCLW00173	742
38258	173436	MNCLW00173	424
38256	173433	MNCLW00173	5720233
38221	173420	MNCLW00173	786
38169	173391	MNCLW00173	3980016
38124	173365	MNCLW00173	5910021
38535	173595	MNCLW00173	487
37772	173137	MNCLW00173	1960021
38686	173700	MNCLW00173	2310019
37763	173135	MNCLW00173	794
37636	173037	MNCLW00173	1730033
37633	173036	MNCLW00173	1730032
37632	173035	MNCLW00173	1730031
37630	173034	MNCLW00173	507
37629	173034	MNCLW00173	437
37628	173034	MNCLW00173	1730030
37626	173034	MNCLW00173	450
37623	173033	MNCLW00173	5720066
37621	173032	MNCLW00173	5720070
37620	173032	MNCLW00173	1730028
37616	173030	MNCLW00173	356
37615	173030	MNCLW00173	531
37614	173030	MNCLW00173	1730026
37610	173028	MNCLW00173	2720018
37609	173028	MNCLW00173	1730029
37608	173028	MNCLW00173	8350028
37606	173028	MNCLW00173	650021
37605	173028	MNCLW00173	6770048
37603	173019	MNCLW00173	710026
37602	173018	MNCLW00173	190034
37601	173018	MNCLW00173	1700017
37600	173018	MNCLW00173	1700016
37599	173018	MNCLW00173	1700015
37598	173018	MNCLW00173	1700014
37597	173017	MNCLW00173	1730025
37595	173010	MNCLW00173	2340031
37594	173010	MNCLW00173	440
37593	173010	MNCLW00173	1730024
37764	173135	MNCLW00173	5720223
37637	173037	MNCLW00173	205
37638	173038	MNCLW00173	1680026
37596	173013	MNCLW00173	4940013
37641	173039	MNCLW00173	2770030
37762	173135	MNCLW00173	6190023
37745	173129	MNCLW00173	303
37744	173129	MNCLW00173	1172
37741	173126	MNCLW00173	5130022
37739	173125	MNCLW00173	1700018
37736	173124	MNCLW00173	2700031
37735	173121	MNCLW00173	846
37728	173114	MNCLW00173	7310025
37720	173107	MNCLW00173	2410035
37714	173103	MNCLW00173	5110031
37696	173086	MNCLW00173	1007
37695	173086	MNCLW00173	5170022
37693	173085	MNCLW00173	433
37692	173083	MNCLW00173	757
37715	173104	MNCLW00173	6140040
37674	173066	MNCLW00173	4360019
37642	173039	MNCLW00173	5720082
37644	173039	MNCLW00173	6670015
37686	173080	MNCLW00173	6930014
37648	173041	MNCLW00173	6940014
37653	173045	MNCLW00173	1400018
37655	173045	MNCLW00173	1400026
37656	173046	MNCLW00173	2310022
37645	173041	MNCLW00173	40024
37662	173056	MNCLW00173	250019
37661	173046	MNCLW00173	5830012
37671	173062	MNCLW00173	190
37670	173062	MNCLW00173	1730037
37639	173039	MNCLW00173	6550053
37663	173058	MNCLW00173	849
37667	173062	MNCLW00173	2430019
38795	174002	MNCLW00174	938
38796	174006	MNCLW00174	770015
38839	175032	MNCLW00175	8100023
38826	175025	MNCLW00175	3180023
38838	175032	MNCLW00175	5720082
38837	175032	MNCLW00175	6770048
38836	175029	MNCLW00175	718
38835	175029	MNCLW00175	450
38832	175027	MNCLW00175	356
38831	175027	MNCLW00175	6700032
38828	175026	MNCLW00175	4940018
38822	175022	MNCLW00175	7310025
38819	175021	MNCLW00175	205
38817	175019	MNCLW00175	6140040
38811	175014	MNCLW00175	846
38810	175014	MNCLW00175	1373
38806	175010	MNCLW00175	2650021
38805	175010	MNCLW00175	1750009
38800	175005	MNCLW00175	250024
38798	175003	MNCLW00175	1750008
38820	175021	MNCLW00175	918
39058	176155	MNCLW00176	8170016
39055	176152	MNCLW00176	2420025
39054	176151	MNCLW00176	1770015
39042	176143	MNCLW00176	600013
39031	176136	MNCLW00176	2310022
39030	176136	MNCLW00176	1770027
39015	176130	MNCLW00176	791
39026	176135	MNCLW00176	1470030
39016	176131	MNCLW00176	3940032
39059	176155	MNCLW00176	240010
39002	176121	MNCLW00176	1002
38999	176120	MNCLW00176	2490036
38998	176120	MNCLW00176	1980016
38982	176110	MNCLW00176	3140016
39029	176136	MNCLW00176	2770016
39065	176161	MNCLW00176	1770022
39088	176175	MNCLW00176	6700018
39070	176166	MNCLW00176	1560044
38972	176099	MNCLW00176	433
39200	176279	MNCLW00176	316
39198	176277	MNCLW00176	5130022
39191	176274	MNCLW00176	1003
39186	176268	MNCLW00176	5720230
39183	176268	MNCLW00176	1400018
39179	176264	MNCLW00176	1680024
39176	176256	MNCLW00176	2420015
39169	176251	MNCLW00176	5830012
39160	176242	MNCLW00176	531
39141	176223	MNCLW00176	1770036
39121	176206	MNCLW00176	1420010
39102	176189	MNCLW00176	7830025
39085	176173	MNCLW00176	6140027
39078	176169	MNCLW00176	539
39066	176163	MNCLW00176	5110031
38971	176099	MNCLW00176	846
39155	176237	MNCLW00176	7920013
38964	176088	MNCLW00176	3180023
38881	176032	MNCLW00176	1373
38880	176032	MNCLW00176	6450010
38876	176029	MNCLW00176	7310025
38868	176021	MNCLW00176	8260046
38866	176021	MNCLW00176	504
38864	176020	MNCLW00176	3500017
38896	176041	MNCLW00176	2310013
38863	176017	MNCLW00176	250024
38856	176007	MNCLW00176	3300017
38854	176007	MNCLW00176	7160014
38853	176007	MNCLW00176	205
38852	176007	MNCLW00176	6140040
38851	176003	MNCLW00176	398
38966	176091	MNCLW00176	4350013
38857	176007	MNCLW00176	475
38898	176042	MNCLW00176	1560056
38895	176041	MNCLW00176	6770048
38903	176046	MNCLW00176	1770020
38954	176081	MNCLW00176	450
38947	176073	MNCLW00176	623
38943	176070	MNCLW00176	1030
38942	176070	MNCLW00176	2420017
38940	176068	MNCLW00176	1520015
38939	176068	MNCLW00176	1480013
38899	176044	MNCLW00176	5490025
38929	176061	MNCLW00176	5170014
38937	176068	MNCLW00176	453
38924	176059	MNCLW00176	1306
38923	176059	MNCLW00176	5950065
38920	176057	MNCLW00176	7350013
38918	176057	MNCLW00176	1980013
38910	176053	MNCLW00176	510
38909	176053	MNCLW00176	1770017
38925	176059	MNCLW00176	444
39485	177223	MNCLW00177	8170016
39395	177159	MNCLW00177	6370011
39481	177218	MNCLW00177	6140027
39435	177185	MNCLW00177	2420025
39406	177166	MNCLW00177	6140026
39403	177164	MNCLW00177	5110031
39393	177156	MNCLW00177	846
39318	177095	MNCLW00177	5720223
39370	177144	MNCLW00177	545
39351	177119	MNCLW00177	433
39347	177113	MNCLW00177	2490036
39345	177113	MNCLW00177	5840015
39336	177105	MNCLW00177	4350013
39328	177098	MNCLW00177	1520015
39526	177253	MNCLW00177	531
39392	177156	MNCLW00177	6700045
39533	177263	MNCLW00177	250024
39654	177354	MNCLW00177	5920017
39549	177276	MNCLW00177	2490020
39667	177367	MNCLW00177	2770030
39655	177356	MNCLW00177	5920021
39317	177095	MNCLW00177	1480013
39643	177347	MNCLW00177	389
39624	177333	MNCLW00177	1006
39619	177331	MNCLW00177	6700020
39614	177328	MNCLW00177	1009
39610	177324	MNCLW00177	617
39601	177313	MNCLW00177	5130022
39600	177313	MNCLW00177	6140053
39596	177310	MNCLW00177	1950019
39573	177286	MNCLW00177	928
39556	177280	MNCLW00177	2770016
39555	177279	MNCLW00177	1980013
39554	177278	MNCLW00177	7
39552	177277	MNCLW00177	1980016
39550	177276	MNCLW00177	1460019
39541	177271	MNCLW00177	5950065
39315	177092	MNCLW00177	453
39397	177162	MNCLW00177	303
39304	177085	MNCLW00177	7310025
39218	177019	MNCLW00177	1770017
39217	177019	MNCLW00177	6140040
39216	177017	MNCLW00177	1770015
39214	177014	MNCLW00177	4940013
39212	177008	MNCLW00177	510
39211	177008	MNCLW00177	475
39210	177008	MNCLW00177	2440026
39220	177021	MNCLW00177	1770019
39209	177008	MNCLW00177	1560056
