	id	doc_id	term_id
98061	384338	MNCLW00384	5920017
98063	384338	MNCLW00384	1400018
98075	384348	MNCLW00384	349
98078	384351	MNCLW00384	791
98080	384351	MNCLW00384	6520029
98085	384362	MNCLW00384	20018
98087	384365	MNCLW00384	713
98111	384376	MNCLW00384	190
98118	384381	MNCLW00384	270030
98135	384397	MNCLW00384	1770036
98146	384401	MNCLW00384	1400026
98147	384404	MNCLW00384	1060
98151	384404	MNCLW00384	6700016
98158	384407	MNCLW00384	2490041
97805	384156	MNCLW00384	6140037
98160	384407	MNCLW00384	2490015
98206	384484	MNCLW00384	5660016
98235	384513	MNCLW00384	5490025
98236	384513	MNCLW00384	8160014
98060	384338	MNCLW00384	5110031
98058	384338	MNCLW00384	350026
98159	384407	MNCLW00384	2490013
98053	384332	MNCLW00384	4940019
98054	384332	MNCLW00384	853
97816	384171	MNCLW00384	1650013
97847	384207	MNCLW00384	547
97855	384211	MNCLW00384	2310018
97865	384214	MNCLW00384	1310
97880	384220	MNCLW00384	1480013
97893	384224	MNCLW00384	450
97914	384239	MNCLW00384	1341
97930	384256	MNCLW00384	3180025
97936	384259	MNCLW00384	2770016
97852	384210	MNCLW00384	5720230
97950	384271	MNCLW00384	2490016
97951	384271	MNCLW00384	1950019
97954	384271	MNCLW00384	6190015
98015	384310	MNCLW00384	8360021
98030	384320	MNCLW00384	7060025
98033	384321	MNCLW00384	433
97937	384259	MNCLW00384	6550029
98051	384331	MNCLW00384	2650021
98042	384325	MNCLW00384	8260038
99605	385262	MNCLW00385	2310013
99596	385256	MNCLW00385	3300021
99585	385243	MNCLW00385	6450010
99576	385228	MNCLW00385	4940019
99564	385202	MNCLW00385	6060018
99556	385192	MNCLW00385	475
99541	385161	MNCLW00385	3300018
99522	385146	MNCLW00385	531
99531	385148	MNCLW00385	3500017
99521	385146	MNCLW00385	5720082
99520	385146	MNCLW00385	2770030
99509	385138	MNCLW00385	710028
99505	385130	MNCLW00385	6140027
99615	385267	MNCLW00385	7030013
99496	385122	MNCLW00385	190
99535	385153	MNCLW00385	5110028
99616	385267	MNCLW00385	2310022
99680	385308	MNCLW00385	3980019
99625	385275	MNCLW00385	5720223
99495	385122	MNCLW00385	6700045
99713	385334	MNCLW00385	794
99709	385328	MNCLW00385	730021
99701	385319	MNCLW00385	6140037
99695	385317	MNCLW00385	444
99694	385317	MNCLW00385	1306
99693	385317	MNCLW00385	6870036
99686	385312	MNCLW00385	8090021
99667	385297	MNCLW00385	757
99666	385297	MNCLW00385	2440026
99660	385295	MNCLW00385	1172
99656	385293	MNCLW00385	928
99649	385289	MNCLW00385	4940018
99646	385285	MNCLW00385	3830015
99636	385282	MNCLW00385	1004
99617	385267	MNCLW00385	8270013
99491	385120	MNCLW00385	356
99384	385029	MNCLW00385	6700058
99484	385118	MNCLW00385	505
99406	385051	MNCLW00385	600013
99402	385049	MNCLW00385	1373
99401	385049	MNCLW00385	504
99399	385047	MNCLW00385	5950065
99396	385041	MNCLW00385	1007
99392	385037	MNCLW00385	1480013
99409	385053	MNCLW00385	3940032
99389	385035	MNCLW00385	1288
99383	385029	MNCLW00385	6090048
99378	385020	MNCLW00385	303
99377	385020	MNCLW00385	1470023
99376	385020	MNCLW00385	6700020
99485	385118	MNCLW00385	1002
99373	385016	MNCLW00385	205
99385	385029	MNCLW00385	6770048
99410	385053	MNCLW00385	6140068
99375	385020	MNCLW00385	3980016
99412	385053	MNCLW00385	6970012
99411	385053	MNCLW00385	6140026
99476	385116	MNCLW00385	507
99465	385110	MNCLW00385	1003
99454	385091	MNCLW00385	487
99453	385091	MNCLW00385	1950019
99447	385083	MNCLW00385	1030
99443	385069	MNCLW00385	5110031
99478	385116	MNCLW00385	437
99439	385067	MNCLW00385	4940013
99437	385065	MNCLW00385	6140040
99435	385063	MNCLW00385	5890015
99430	385059	MNCLW00385	3300017
99426	385057	MNCLW00385	846
99419	385055	MNCLW00385	5660016
99442	385069	MNCLW00385	7160014
99413	385053	MNCLW00385	6770014
99830	386102	MNCLW00386	5420012
99823	386094	MNCLW00386	810018
99820	386090	MNCLW00386	2410021
99819	386090	MNCLW00386	794
99816	386085	MNCLW00386	1650013
99805	386070	MNCLW00386	5950065
99812	386084	MNCLW00386	450
99807	386071	MNCLW00386	504
99789	386058	MNCLW00386	437
99775	386047	MNCLW00386	4810018
99774	386047	MNCLW00386	928
99838	386117	MNCLW00386	4350013
99813	386084	MNCLW00386	5110028
99839	386117	MNCLW00386	1520015
99884	386161	MNCLW00386	1470023
99850	386127	MNCLW00386	5660016
99852	386129	MNCLW00386	2410035
99861	386145	MNCLW00386	3500017
99863	386146	MNCLW00386	303
99870	386154	MNCLW00386	433
99874	386157	MNCLW00386	846
99894	386172	MNCLW00386	5170022
99895	386173	MNCLW00386	1580016
99898	386175	MNCLW00386	5490020
99899	386175	MNCLW00386	5490024
99900	386175	MNCLW00386	5490026
99901	386175	MNCLW00386	6700045
99771	386046	MNCLW00386	4940018
99905	386182	MNCLW00386	316
99762	386041	MNCLW00386	1980013
99847	386125	MNCLW00386	2310013
99755	386038	MNCLW00386	7950016
99759	386041	MNCLW00386	50024
99716	386015	MNCLW00386	2310022
99717	386015	MNCLW00386	1400026
99718	386015	MNCLW00386	205
99719	386015	MNCLW00386	2770030
99720	386015	MNCLW00386	1480013
99721	386015	MNCLW00386	5720082
99722	386015	MNCLW00386	531
99723	386015	MNCLW00386	1400018
99724	386015	MNCLW00386	918
99725	386015	MNCLW00386	2440026
99726	386015	MNCLW00386	5830012
99727	386018	MNCLW00386	6770048
99730	386018	MNCLW00386	3860014
99715	386013	MNCLW00386	4940013
99732	386020	MNCLW00386	3860016
99753	386037	MNCLW00386	7410016
99731	386019	MNCLW00386	3860015
99752	386037	MNCLW00386	3300017
99751	386037	MNCLW00386	1980016
99750	386036	MNCLW00386	730021
99745	386034	MNCLW00386	356
99749	386036	MNCLW00386	1400028
99743	386033	MNCLW00386	350026
99742	386032	MNCLW00386	212
99740	386031	MNCLW00386	3300021
99736	386025	MNCLW00386	5720223
99734	386023	MNCLW00386	6450010
99744	386033	MNCLW00386	1006
99920	387012	MNCLW00387	1002
99923	387017	MNCLW00387	1770027
99911	387005	MNCLW00387	3180025
99908	387003	MNCLW00387	5720082
99909	387004	MNCLW00387	1176
99910	387004	MNCLW00387	240010
100008	389058	MNCLW00389	4360020
99966	389033	MNCLW00389	1404
99968	389034	MNCLW00389	6700020
99971	389037	MNCLW00389	2440026
99972	389038	MNCLW00389	3300017
99974	389038	MNCLW00389	7160014
99979	389042	MNCLW00389	1840017
99986	389044	MNCLW00389	1560020
99999	389054	MNCLW00389	928
100012	389060	MNCLW00389	6140037
100049	389083	MNCLW00389	8360015
100018	389065	MNCLW00389	1480013
100020	389065	MNCLW00389	1560018
100022	389065	MNCLW00389	6140053
100023	389065	MNCLW00389	5720223
100026	389068	MNCLW00389	2310013
100028	389071	MNCLW00389	5830012
100034	389077	MNCLW00389	1560050
100039	389081	MNCLW00389	1980013
99965	389033	MNCLW00389	1560056
100013	389062	MNCLW00389	303
99964	389033	MNCLW00389	1560016
99960	389032	MNCLW00389	8360031
99927	389015	MNCLW00389	2310022
99924	389010	MNCLW00389	4940013
99925	389013	MNCLW00389	3890013
99926	389014	MNCLW00389	3890014
99928	389016	MNCLW00389	671
99929	389017	MNCLW00389	3890017
99930	389017	MNCLW00389	437
99963	389033	MNCLW00389	6140040
99935	389024	MNCLW00389	6770048
99937	389024	MNCLW00389	5470029
99938	389024	MNCLW00389	205
99931	389018	MNCLW00389	3890018
99944	389026	MNCLW00389	2770030
99958	389031	MNCLW00389	531
99943	389026	MNCLW00389	5720082
99953	389029	MNCLW00389	691
99952	389029	MNCLW00389	5950065
99955	389030	MNCLW00389	356
99950	389029	MNCLW00389	8360012
99948	389029	MNCLW00389	3940032
99945	389026	MNCLW00389	791
99951	389029	MNCLW00389	8360013
100232	390086	MNCLW00390	6520050
100231	390086	MNCLW00390	356
100230	390086	MNCLW00390	5720066
100227	390085	MNCLW00390	7310025
100218	390079	MNCLW00390	507
100217	390079	MNCLW00390	450
100213	390078	MNCLW00390	1373
100177	390064	MNCLW00390	687
100209	390078	MNCLW00390	2310022
100193	390071	MNCLW00390	203
100192	390071	MNCLW00390	350027
100182	390068	MNCLW00390	730021
100179	390066	MNCLW00390	536
100234	390086	MNCLW00390	5750014
100211	390078	MNCLW00390	141
100242	390091	MNCLW00390	2430019
100380	390180	MNCLW00390	6060018
100263	390112	MNCLW00390	3940032
100433	390216	MNCLW00390	316
100430	390210	MNCLW00390	8100023
100397	390185	MNCLW00390	798
100382	390181	MNCLW00390	5720230
100381	390180	MNCLW00390	1335
100368	390172	MNCLW00390	7410016
100251	390103	MNCLW00390	710029
100351	390157	MNCLW00390	46
100308	390131	MNCLW00390	3500017
100307	390131	MNCLW00390	2440026
100303	390127	MNCLW00390	2440021
100292	390122	MNCLW00390	303
100286	390119	MNCLW00390	5720070
100264	390112	MNCLW00390	1470023
100347	390153	MNCLW00390	1004
100172	390062	MNCLW00390	350026
100160	390056	MNCLW00390	2520023
100169	390061	MNCLW00390	2090016
100098	390028	MNCLW00390	1680026
100095	390026	MNCLW00390	4810037
100094	390025	MNCLW00390	5720049
100093	390024	MNCLW00390	710028
100087	390019	MNCLW00390	531
100086	390019	MNCLW00390	5720233
100099	390028	MNCLW00390	5720223
100079	390013	MNCLW00390	205
100075	390010	MNCLW00390	4940013
100072	390007	MNCLW00390	2770030
100071	390007	MNCLW00390	710024
100070	390007	MNCLW00390	5720082
100068	390003	MNCLW00390	6770048
100067	390002	MNCLW00390	938
100078	390013	MNCLW00390	690020
100100	390029	MNCLW00390	5720232
100101	390029	MNCLW00390	2410021
100103	390030	MNCLW00390	4840024
100170	390061	MNCLW00390	3180024
100156	390056	MNCLW00390	2520016
100144	390050	MNCLW00390	757
100141	390047	MNCLW00390	1880014
100140	390047	MNCLW00390	5110028
100138	390046	MNCLW00390	1950019
100135	390044	MNCLW00390	791
100118	390035	MNCLW00390	1480013
100117	390035	MNCLW00390	6700020
100113	390033	MNCLW00390	2310013
100112	390033	MNCLW00390	5490020
100110	390033	MNCLW00390	5490024
100109	390032	MNCLW00390	849
100106	390031	MNCLW00390	3940018
100104	390030	MNCLW00390	1030
100446	391004	MNCLW00391	1030
100444	391004	MNCLW00391	4840024
100445	391004	MNCLW00391	356
100441	391002	MNCLW00391	938
100442	391003	MNCLW00391	6770048
100448	392003	MNCLW00392	3940016
100450	392005	MNCLW00392	5720082
100451	392005	MNCLW00392	6140040
100454	393002	MNCLW00393	938
100455	393003	MNCLW00393	3940016
100783	394217	MNCLW00394	4370021
100700	394161	MNCLW00394	303
100710	394168	MNCLW00394	6270037
100718	394177	MNCLW00394	4940019
100720	394178	MNCLW00394	3500017
100721	394178	MNCLW00394	6270036
100751	394194	MNCLW00394	450
100732	394182	MNCLW00394	853
100741	394185	MNCLW00394	1004
100698	394161	MNCLW00394	849
100764	394201	MNCLW00394	1560056
100774	394206	MNCLW00394	8260023
100781	394214	MNCLW00394	3830015
100728	394182	MNCLW00394	7310025
100689	394153	MNCLW00394	6930014
100647	394129	MNCLW00394	5720223
100666	394142	MNCLW00394	7920013
100651	394131	MNCLW00394	1373
100590	394107	MNCLW00394	1650018
100645	394128	MNCLW00394	4810027
100631	394122	MNCLW00394	2310013
100630	394122	MNCLW00394	1211
100626	394122	MNCLW00394	6550051
100625	394119	MNCLW00394	250022
100617	394112	MNCLW00394	2520016
100616	394112	MNCLW00394	710031
100608	394111	MNCLW00394	5720041
100598	394108	MNCLW00394	5720051
100594	394108	MNCLW00394	7410024
100591	394107	MNCLW00394	531
100670	394142	MNCLW00394	1404
100792	394221	MNCLW00394	3300017
100929	394302	MNCLW00394	1470023
100810	394229	MNCLW00394	190
100588	394106	MNCLW00394	6140040
100987	394331	MNCLW00394	2410036
100981	394329	MNCLW00394	356
100978	394328	MNCLW00394	6550052
100973	394326	MNCLW00394	1480013
100972	394326	MNCLW00394	507
100970	394326	MNCLW00394	506
100959	394318	MNCLW00394	400030
100957	394318	MNCLW00394	4840019
100951	394314	MNCLW00394	316
100943	394308	MNCLW00394	846
100942	394308	MNCLW00394	5720233
100919	394293	MNCLW00394	6770057
100912	394291	MNCLW00394	2410021
100905	394281	MNCLW00394	6060018
100897	394275	MNCLW00394	2430019
100890	394264	MNCLW00394	2440026
100812	394231	MNCLW00394	8260049
100819	394235	MNCLW00394	5110028
100826	394236	MNCLW00394	742
100827	394236	MNCLW00394	791
100838	394240	MNCLW00394	6700045
100852	394246	MNCLW00394	6520046
100800	394225	MNCLW00394	1950019
100858	394248	MNCLW00394	1680026
100867	394254	MNCLW00394	6550027
100868	394254	MNCLW00394	6520049
100869	394254	MNCLW00394	6600020
100870	394254	MNCLW00394	1380027
100873	394255	MNCLW00394	359
100876	394257	MNCLW00394	1400018
100866	394254	MNCLW00394	586
100582	394103	MNCLW00394	1172
100878	394257	MNCLW00394	1400026
100579	394102	MNCLW00394	226
100505	394033	MNCLW00394	4840024
100504	394033	MNCLW00394	690039
100503	394033	MNCLW00394	1030
100502	394033	MNCLW00394	690020
100501	394033	MNCLW00394	5720227
100497	394031	MNCLW00394	2310022
100494	394030	MNCLW00394	1242
100492	394030	MNCLW00394	5660016
100491	394030	MNCLW00394	2770030
100489	394028	MNCLW00394	710033
100488	394026	MNCLW00394	3940022
100487	394026	MNCLW00394	4940018
100485	394026	MNCLW00394	4360014
100484	394025	MNCLW00394	2310015
100483	394025	MNCLW00394	3940021
100481	394025	MNCLW00394	6520048
100479	394024	MNCLW00394	3940020
100459	394002	MNCLW00394	938
100460	394003	MNCLW00394	3940016
100463	394011	MNCLW00394	6770048
100465	394014	MNCLW00394	4940013
100468	394020	MNCLW00394	6140037
100469	394020	MNCLW00394	3940032
100506	394033	MNCLW00394	3940029
100471	394022	MNCLW00394	6270024
100473	394022	MNCLW00394	6270026
100474	394022	MNCLW00394	3940018
100475	394022	MNCLW00394	5720082
100476	394024	MNCLW00394	860012
100477	394024	MNCLW00394	6520050
100478	394024	MNCLW00394	5720066
100472	394022	MNCLW00394	6270025
100507	394033	MNCLW00394	2340031
100580	394102	MNCLW00394	5830015
100512	394040	MNCLW00394	6270040
100536	394059	MNCLW00394	6550037
100537	394059	MNCLW00394	5170022
100538	394060	MNCLW00394	7020015
100540	394061	MNCLW00394	1121
100541	394061	MNCLW00394	6720020
100549	394067	MNCLW00394	7580012
100533	394057	MNCLW00394	548
100555	394072	MNCLW00394	7160014
100564	394084	MNCLW00394	250019
100565	394085	MNCLW00394	5490025
100570	394089	MNCLW00394	1335
100576	394099	MNCLW00394	350026
100577	394099	MNCLW00394	5110031
100508	394035	MNCLW00394	3940031
100556	394077	MNCLW00394	870016
100532	394057	MNCLW00394	6550066
100547	394067	MNCLW00394	650
100513	394040	MNCLW00394	6270028
100531	394057	MNCLW00394	794
100514	394043	MNCLW00394	4810018
100515	394043	MNCLW00394	8190014
100516	394043	MNCLW00394	8190015
100517	394045	MNCLW00394	3940041
100519	394047	MNCLW00394	3940043
100520	394047	MNCLW00394	6700020
100518	394047	MNCLW00394	760048
100526	394055	MNCLW00394	205
100527	394056	MNCLW00394	1730025
100528	394056	MNCLW00394	8260033
100529	394056	MNCLW00394	1700014
100530	394057	MNCLW00394	6550065
100521	394047	MNCLW00394	487
101238	395149	MNCLW00395	6700045
101213	395131	MNCLW00395	1800016
101237	395149	MNCLW00395	5490020
101236	395149	MNCLW00395	5490026
101235	395149	MNCLW00395	5490024
101215	395134	MNCLW00395	5250012
101212	395127	MNCLW00395	1470022
101133	395086	MNCLW00395	6700020
101170	395110	MNCLW00395	4400013
101161	395102	MNCLW00395	240011
101145	395091	MNCLW00395	4360020
101140	395089	MNCLW00395	6930021
101137	395087	MNCLW00395	1470023
101240	395150	MNCLW00395	6060018
101173	395111	MNCLW00395	6930017
101241	395150	MNCLW00395	6140040
101292	395190	MNCLW00395	2310022
101245	395152	MNCLW00395	1560056
101127	395080	MNCLW00395	5660016
101287	395186	MNCLW00395	2310013
101282	395181	MNCLW00395	846
101277	395177	MNCLW00395	20018
101274	395175	MNCLW00395	1950019
101264	395164	MNCLW00395	1650017
101243	395152	MNCLW00395	291
101262	395158	MNCLW00395	6810039
101260	395158	MNCLW00395	760018
101259	395158	MNCLW00395	2340031
101254	395156	MNCLW00395	1560016
101249	395153	MNCLW00395	250022
101248	395153	MNCLW00395	1470030
101247	395152	MNCLW00395	5750014
101261	395158	MNCLW00395	4810018
101126	395078	MNCLW00395	5950065
101084	395040	MNCLW00395	303
101116	395069	MNCLW00395	1520015
101055	395022	MNCLW00395	1007
101053	395022	MNCLW00395	3950017
101052	395021	MNCLW00395	350026
101051	395021	MNCLW00395	3950016
101050	395020	MNCLW00395	3950015
101049	395020	MNCLW00395	5440013
101057	395023	MNCLW00395	3950018
101048	395020	MNCLW00395	1433
101038	395011	MNCLW00395	4940013
101037	395010	MNCLW00395	5420012
101035	395008	MNCLW00395	3950020
101034	395008	MNCLW00395	6770048
101033	395002	MNCLW00395	938
101120	395074	MNCLW00395	794
101041	395014	MNCLW00395	5830012
101059	395024	MNCLW00395	3950019
101036	395010	MNCLW00395	3300025
101065	395026	MNCLW00395	3950021
101111	395067	MNCLW00395	3980016
101060	395024	MNCLW00395	203
101109	395063	MNCLW00395	433
101108	395061	MNCLW00395	687
101098	395053	MNCLW00395	5420013
101097	395053	MNCLW00395	2410021
101091	395045	MNCLW00395	5720223
101110	395066	MNCLW00395	1480013
101083	395040	MNCLW00395	3500017
101079	395036	MNCLW00395	205
101069	395031	MNCLW00395	5720082
101078	395036	MNCLW00395	956
101071	395031	MNCLW00395	2770030
101070	395031	MNCLW00395	531
101293	396002	MNCLW00396	938
101294	396003	MNCLW00396	5720223
101297	397003	MNCLW00397	5720223
101296	397002	MNCLW00397	938
101813	398321	MNCLW00398	2310022
101558	398167	MNCLW00398	2340031
101510	398148	MNCLW00398	5490026
101557	398167	MNCLW00398	531
101548	398165	MNCLW00398	959
101570	398173	MNCLW00398	4400011
101524	398156	MNCLW00398	550012
101518	398155	MNCLW00398	1880013
101517	398155	MNCLW00398	356
101509	398148	MNCLW00398	5490024
101461	398117	MNCLW00398	846
101505	398147	MNCLW00398	810024
101501	398145	MNCLW00398	810021
101498	398143	MNCLW00398	810016
101497	398141	MNCLW00398	6700020
101486	398130	MNCLW00398	3980028
101465	398120	MNCLW00398	5170022
101455	398115	MNCLW00398	5110031
101582	398175	MNCLW00398	6140037
101454	398115	MNCLW00398	7160014
101508	398148	MNCLW00398	5490020
101600	398181	MNCLW00398	5720082
101778	398295	MNCLW00398	4940018
101625	398202	MNCLW00398	810017
101452	398115	MNCLW00398	1004
101800	398308	MNCLW00398	4350013
101794	398304	MNCLW00398	5190020
101793	398304	MNCLW00398	4810018
101784	398296	MNCLW00398	4360020
101775	398294	MNCLW00398	6140053
101773	398293	MNCLW00398	5130022
101772	398293	MNCLW00398	3940032
101767	398290	MNCLW00398	2590016
101613	398194	MNCLW00398	6350015
101762	398283	MNCLW00398	1880017
101728	398266	MNCLW00398	1172
101720	398266	MNCLW00398	1950019
101711	398261	MNCLW00398	8270012
101698	398252	MNCLW00398	487
101693	398249	MNCLW00398	240010
101663	398234	MNCLW00398	240011
101661	398233	MNCLW00398	1460019
101643	398212	MNCLW00398	810015
101641	398209	MNCLW00398	730021
101731	398266	MNCLW00398	2310013
101444	398110	MNCLW00398	6700056
101357	398049	MNCLW00398	810018
101435	398104	MNCLW00398	623
101331	398031	MNCLW00398	794
101328	398027	MNCLW00398	20023
101327	398027	MNCLW00398	810026
101325	398027	MNCLW00398	3980024
101324	398026	MNCLW00398	3980023
101323	398026	MNCLW00398	3300017
101322	398026	MNCLW00398	3980026
101320	398025	MNCLW00398	3980022
101318	398024	MNCLW00398	3980021
101317	398023	MNCLW00398	3980020
101315	398022	MNCLW00398	3980019
101308	398019	MNCLW00398	5950065
101307	398019	MNCLW00398	3980016
101306	398016	MNCLW00398	2770030
101304	398014	MNCLW00398	4940013
101302	398010	MNCLW00398	1030
101300	398010	MNCLW00398	6770048
101299	398003	MNCLW00398	3980017
101443	398108	MNCLW00398	350026
101332	398031	MNCLW00398	1007
101344	398043	MNCLW00398	205
101312	398021	MNCLW00398	3980018
101351	398046	MNCLW00398	506
101430	398103	MNCLW00398	6140040
101429	398102	MNCLW00398	6700045
101415	398093	MNCLW00398	507
101414	398093	MNCLW00398	437
101412	398093	MNCLW00398	5110028
101411	398093	MNCLW00398	450
101398	398078	MNCLW00398	1470023
101431	398103	MNCLW00398	7920013
101393	398068	MNCLW00398	4380045
101394	398069	MNCLW00398	303
101389	398065	MNCLW00398	1480013
101383	398061	MNCLW00398	791
101380	398061	MNCLW00398	6870032
101379	398060	MNCLW00398	1373
101367	398054	MNCLW00398	5490021
101366	398051	MNCLW00398	5720223
101362	398051	MNCLW00398	1002
101361	398051	MNCLW00398	545
101352	398046	MNCLW00398	433
101390	398068	MNCLW00398	928
101346	398043	MNCLW00398	3500017
101817	399005	MNCLW00399	4350014
101814	399003	MNCLW00399	1980016
101816	399005	MNCLW00399	1480013
101820	400004	MNCLW00400	6150015
101818	400003	MNCLW00400	1980016
101823	401004	MNCLW00401	531
101824	401004	MNCLW00401	303
101825	401007	MNCLW00401	8260052
101827	401010	MNCLW00401	590
101828	401010	MNCLW00401	8260038
101829	401013	MNCLW00401	8170016
101830	401013	MNCLW00401	510
101831	401016	MNCLW00401	1950019
101832	401016	MNCLW00401	411
101839	401029	MNCLW00401	1373
101893	402052	MNCLW00402	810017
101894	402052	MNCLW00402	846
101898	402057	MNCLW00402	1176
101899	402057	MNCLW00402	1373
101900	402057	MNCLW00402	8260054
101904	402060	MNCLW00402	1196
101927	402072	MNCLW00402	240011
101907	402061	MNCLW00402	8360012
101908	402061	MNCLW00402	6870038
101926	402072	MNCLW00402	2720018
101935	402076	MNCLW00402	1480013
101931	402074	MNCLW00402	3980016
101905	402061	MNCLW00402	6870032
101891	402047	MNCLW00402	6870041
101878	402037	MNCLW00402	205
101883	402039	MNCLW00402	3500017
101885	402039	MNCLW00402	699
101843	402003	MNCLW00402	694
101845	402005	MNCLW00402	1010
101846	402005	MNCLW00402	3980019
101849	402008	MNCLW00402	1730026
101842	402003	MNCLW00402	112
101862	402025	MNCLW00402	1198
101850	402008	MNCLW00402	6900016
101870	402033	MNCLW00402	757
101877	402037	MNCLW00402	350026
101865	402031	MNCLW00402	5950065
101867	402031	MNCLW00402	693
102102	403256	MNCLW00403	619
102033	403133	MNCLW00403	205
102039	403143	MNCLW00403	2500010
102040	403145	MNCLW00403	1391
102047	403154	MNCLW00403	2310022
102054	403171	MNCLW00403	8260054
102057	403173	MNCLW00403	1373
102072	403206	MNCLW00403	5660016
102077	403219	MNCLW00403	5720032
102100	403256	MNCLW00403	6840032
102103	403256	MNCLW00403	1560020
102139	403290	MNCLW00403	350026
102111	403262	MNCLW00403	699
102126	403283	MNCLW00403	5720230
102131	403285	MNCLW00403	350022
102137	403289	MNCLW00403	757
102032	403132	MNCLW00403	8140013
102141	403290	MNCLW00403	693
102186	403315	MNCLW00403	1007
102195	403319	MNCLW00403	730021
102206	403329	MNCLW00403	2770016
102207	403329	MNCLW00403	2770017
102228	403337	MNCLW00403	6700021
102292	403390	MNCLW00403	5720229
102110	403262	MNCLW00403	3500017
102031	403132	MNCLW00403	547
102012	403107	MNCLW00403	6140037
102025	403121	MNCLW00403	1730025
101936	403003	MNCLW00403	1009
101937	403003	MNCLW00403	694
101939	403008	MNCLW00403	1010
101958	403028	MNCLW00403	5950065
101959	403028	MNCLW00403	1730026
101960	403029	MNCLW00403	3300017
101961	403029	MNCLW00403	7160014
101964	403031	MNCLW00403	6870041
101967	403031	MNCLW00403	5890015
101972	403033	MNCLW00403	7830013
101974	403038	MNCLW00403	1176
102029	403126	MNCLW00403	859
101976	403042	MNCLW00403	539
101980	403054	MNCLW00403	356
101981	403054	MNCLW00403	6870038
101987	403056	MNCLW00403	692
101990	403061	MNCLW00403	1480013
101999	403092	MNCLW00403	1570016
102002	403092	MNCLW00403	531
102003	403092	MNCLW00403	8260052
102014	403109	MNCLW00403	240010
102017	403113	MNCLW00403	1198
102020	403118	MNCLW00403	1003
102021	403118	MNCLW00403	6870043
101978	403054	MNCLW00403	6870032
102320	404151	MNCLW00404	1480013
102318	404150	MNCLW00404	7060030
102322	404153	MNCLW00404	2500010
102294	404003	MNCLW00404	706
102293	404003	MNCLW00404	1009
102295	404003	MNCLW00404	694
102329	405003	MNCLW00405	1009
102330	405003	MNCLW00405	694
102413	406048	MNCLW00406	1198
102421	406054	MNCLW00406	6700021
102422	406054	MNCLW00406	693
102424	406055	MNCLW00406	8140013
102425	406057	MNCLW00406	1391
102434	406064	MNCLW00406	6320014
102447	406081	MNCLW00406	5720032
102454	406091	MNCLW00406	6630020
102464	406094	MNCLW00406	2720018
102412	406047	MNCLW00406	6140037
102479	406101	MNCLW00406	3500017
102482	406101	MNCLW00406	699
102503	406114	MNCLW00406	350026
102517	406117	MNCLW00406	6870032
102520	406117	MNCLW00406	6870043
102522	406119	MNCLW00406	240011
102458	406091	MNCLW00406	8360028
102404	406038	MNCLW00406	6140040
102470	406096	MNCLW00406	8360012
102378	406025	MNCLW00406	205
102400	406036	MNCLW00406	8360022
102335	406003	MNCLW00406	6840032
102336	406003	MNCLW00406	619
102337	406003	MNCLW00406	1009
102338	406003	MNCLW00406	1010
102340	406003	MNCLW00406	694
102342	406008	MNCLW00406	5720066
102350	406010	MNCLW00406	1730026
102339	406003	MNCLW00406	1560020
102360	406014	MNCLW00406	5950065
102361	406014	MNCLW00406	8260022
102368	406018	MNCLW00406	547
102369	406018	MNCLW00406	1520015
102370	406019	MNCLW00406	1730025
102372	406019	MNCLW00406	1950019
102373	406019	MNCLW00406	2310013
102352	406010	MNCLW00406	6840021
102374	406021	MNCLW00406	1480013
102555	407041	MNCLW00407	619
102556	407041	MNCLW00407	240011
102557	407041	MNCLW00407	1010
102558	407041	MNCLW00407	1460019
102562	407041	MNCLW00407	6970012
102560	407041	MNCLW00407	6840022
102561	407041	MNCLW00407	794
102554	407041	MNCLW00407	8350024
102563	407041	MNCLW00407	4350014
102559	407041	MNCLW00407	1560020
102553	407041	MNCLW00407	6140038
102541	407009	MNCLW00407	583
102551	407041	MNCLW00407	6840032
102552	407041	MNCLW00407	3940032
102537	407007	MNCLW00407	6140037
102538	407007	MNCLW00407	694
102539	407009	MNCLW00407	6140065
102536	407002	MNCLW00407	938
102542	407010	MNCLW00407	6140032
102545	407012	MNCLW00407	3300017
102547	407012	MNCLW00407	7160014
102548	407012	MNCLW00407	5720070
102540	407009	MNCLW00407	1030
102590	408046	MNCLW00408	1560020
102599	408103	MNCLW00408	1460020
102596	408073	MNCLW00408	6970012
102595	408073	MNCLW00408	3940032
102594	408067	MNCLW00408	1470043
102593	408064	MNCLW00408	8350024
102591	408058	MNCLW00408	6840032
102589	408046	MNCLW00408	1460019
102580	408010	MNCLW00408	583
102587	408020	MNCLW00408	7160014
102585	408014	MNCLW00408	3300017
102581	408012	MNCLW00408	6140032
102579	408010	MNCLW00408	1030
102578	408010	MNCLW00408	6140065
102577	408008	MNCLW00408	694
102576	408008	MNCLW00408	6140037
102588	408046	MNCLW00408	6140027
102627	409054	MNCLW00409	240011
102628	409054	MNCLW00409	1480013
102629	409054	MNCLW00409	8140013
102630	409054	MNCLW00409	3500017
102631	409054	MNCLW00409	1460019
102636	409054	MNCLW00409	1470043
102634	409054	MNCLW00409	8360025
102635	409054	MNCLW00409	794
102626	409054	MNCLW00409	8350024
102637	409054	MNCLW00409	6970012
102639	409054	MNCLW00409	5720223
102633	409054	MNCLW00409	693
102625	409054	MNCLW00409	6140038
