File: MNCLW00351.txt
Search Method: Trie (MWE + Single-Word)
Total runtime: 0.018401s
Found terms: 1142

Term                            Line                  Word Place          

төрийн ордон                    5                     1                   
хүү                             5, 6, 14, 14          4, 5, 9, 23         
                                15, 16, 17, 19        8, 8, 5, 5          
                                20, 21, 21, 21        7, 16, 19, 34       
                                23, 23, 24, 25        2, 5, 4, 2          
                                25, 26, 26, 27        19, 2, 15, 2        
                                27, 28, 30, 30        5, 8, 2, 4          
                                31, 35, 36, 37        22, 2, 2, 4         
                                39, 40, 41, 42        2, 4, 24, 2         
                                48, 49, 50, 52        2, 5, 2, 2          
                                54, 61, 62, 68        3, 13, 14, 4        
                                69, 70, 71, 72        6, 2, 2, 4          
                                74, 75, 76, 77        2, 4, 2, 2          
                                94, 95, 96, 101       4, 4, 2, 3          
                                112, 114, 115, 116    4, 23, 4, 2         
                                116, 116, 118, 124    19, 30, 2, 2        
                                124, 128, 129, 129    9, 2, 2, 16         
                                130, 132, 133, 134    4, 2, 4, 2          
                                136, 138, 142, 143    6, 2, 15, 19        
                                144, 145, 146, 147    19, 2, 2, 6         
                                149, 150, 151, 157    8, 8, 6, 2          
                                158, 158, 161, 163    7, 9, 4, 2          
                                165, 165, 167, 169    6, 52, 15, 8        
                                170, 171, 172, 172    6, 4, 6, 10         
                                172, 173, 174, 179    28, 9, 9, 6         
                                179, 185, 186, 186    12, 4, 2, 11        
                                187, 188, 189, 190    10, 14, 14, 2       
                                191, 194, 195, 197    2, 2, 4, 4          
                                199, 202, 203, 206    2, 8, 6, 8          
                                207, 207, 208, 209    6, 9, 23, 2         
                                210, 210, 211, 211    22, 39, 4, 14       
                                212, 212, 212, 213    2, 12, 15, 9        
                                213, 214, 215, 216    12, 2, 4, 4         
                                217, 218, 218, 220    2, 15, 16, 2        
                                221, 224, 225, 225    6, 2, 15, 19        
                                225, 226, 227, 228    23, 4, 2, 2         
                                230, 233, 234, 236    2, 2, 2, 2          
                                240, 240, 241, 242    2, 11, 4, 2         
                                249, 249, 251, 251    4, 6, 2, 4          
                                252, 252, 253, 253    4, 6, 2, 4          
                                253, 253, 253, 253    7, 11, 30, 38       
                                254, 254, 255, 255    2, 16, 2, 10        
                                256, 256, 257, 258    2, 9, 4, 2          
                                263, 265, 265, 266    8, 2, 5, 4          
                                267, 268, 277, 278    2, 2, 2, 4          
                                279, 279, 280, 280    2, 11, 2, 13        
                                280, 280, 281, 281    17, 30, 2, 13       
                                281, 281, 281, 282    22, 38, 42, 2       
                                282, 283, 283, 284    11, 2, 19, 2        
                                285, 286, 287, 287    8, 4, 2, 17         
                                288, 308, 313, 326    2, 10, 2, 12        
                                337, 338, 339, 340    4, 14, 4, 2         
                                340, 342, 343, 345    9, 3, 2, 2          
                                346, 347, 348, 348    4, 2, 2, 11         
                                348, 348, 349, 350    20, 30, 2, 4        
                                351, 351, 351         2, 5, 31            
улсын нийслэл                   6, 14, 15, 16         2, 6, 5, 5          
                                17, 19, 20, 21        2, 2, 4, 13         
                                27, 76, 161, 340      19, 7, 2, 5         
хөгжлийн бодлог                 14, 25, 48, 268       16, 6, 3, 3         
хөгжлийн бодлого                14, 25, 48, 268       16, 6, 3, 3         
хуулийн этгээд                  14, 92, 93, 94        41, 5, 11, 11       
                                94, 113, 124, 183     21, 15, 24, 16      
                                195, 224, 225, 242    2, 21, 8, 10        
                                248, 281, 327, 328    17, 28, 3, 3        
                                328, 329, 330, 330    9, 30, 7, 14        
                                331, 355              4, 5                
удирдлаг                        14, 17, 21, 25        18, 24, 27, 10      
                                41, 45, 77, 79        17, 10, 26, 11      
                                83, 118, 124, 128     12, 3, 3, 3         
                                130, 132, 133, 134    5, 3, 5, 3          
                                138, 138, 141, 151    3, 14, 13, 16       
                                165, 179, 197, 199    17, 17, 5, 3        
                                201, 211, 212, 212    13, 5, 3, 13        
                                213, 215, 215, 216    10, 5, 7, 5         
                                216, 217, 220, 220    7, 8, 3, 16         
                                224, 225, 228, 234    3, 24, 3, 3         
                                240, 278, 279, 338    12, 5, 3, 15        
удирдлага                       14, 17, 21, 25        18, 24, 27, 10      
                                41, 45, 77, 79        17, 10, 26, 11      
                                83, 118, 124, 128     12, 3, 3, 3         
                                130, 132, 133, 134    5, 3, 5, 3          
                                138, 138, 141, 151    3, 14, 13, 16       
                                165, 179, 197, 199    17, 17, 5, 3        
                                201, 211, 212, 212    13, 5, 3, 13        
                                213, 215, 215, 216    10, 5, 7, 5         
                                216, 217, 220, 220    7, 8, 3, 16         
                                224, 225, 228, 234    3, 24, 3, 3         
                                240, 278, 279, 338    12, 5, 3, 15        
этгээд                          14, 17, 72, 74        24, 30, 5, 3        
                                75, 76, 77, 113       5, 3, 3, 7          
                                161, 207, 212, 214    6, 10, 16, 5        
                                218, 230, 237, 240    19, 4, 3, 4         
                                249, 251, 253, 259    7, 5, 16, 7         
                                281, 286, 287, 355    24, 5, 4, 7         
захиргаа                        14, 14, 17, 22        32, 36, 19, 4       
                                41, 41, 43, 71        4, 12, 14, 10       
                                77, 79, 83, 119       21, 6, 7, 12        
                                128, 138, 139, 141    13, 9, 15, 8        
                                151, 165, 200, 201    11, 12, 10, 8       
                                201, 206, 207, 208    24, 11, 21, 2       
                                208, 209, 210, 211    6, 14, 6, 7         
                                212, 213, 214, 254    5, 2, 19, 7         
                                254, 281, 305, 345    13, 16, 15, 16      
байгууллага                     14, 14, 159, 172      34, 43, 10, 20      
                                177, 178, 200, 201    6, 9, 12, 26        
                                206, 207, 208, 209    13, 23, 4, 16       
                                210, 210, 214, 222    8, 16, 14, 6        
                                345, 350              18, 6               
байгууллаг                      14, 14, 159, 172      34, 43, 10, 20      
                                177, 178, 200, 201    6, 9, 12, 26        
                                206, 207, 208, 209    13, 23, 4, 16       
                                210, 210, 214, 222    8, 16, 14, 6        
                                345, 350              18, 6               
нэгж                            14, 17, 22, 41        40, 22, 7, 7        
                                41, 77, 79, 83        15, 24, 9, 10       
                                138, 141, 151, 165    12, 11, 14, 15      
                                201, 211, 212, 213    11, 11, 9, 6        
                                214, 222, 254, 254    23, 5, 10, 18       
                                316, 320              12, 8               
нийслэл                         21, 25, 27, 28        18, 18, 4, 7        
                                30, 31, 32, 36        9, 17, 13, 9        
                                37, 39, 41, 49        3, 1, 23, 4         
                                61, 62, 62, 67        12, 4, 10, 20       
                                69, 70, 72, 74        5, 4, 3, 1          
                                76, 76, 84, 94        15, 22, 18, 3       
                                99, 99, 109, 110      3, 8, 8, 13         
                                113, 114, 114, 116    8, 11, 18, 18       
                                116, 117, 124, 129    25, 16, 8, 15       
                                129, 130, 132, 139    22, 3, 1, 3         
                                142, 143, 144, 147    10, 14, 14, 5       
                                152, 153, 154, 158    18, 15, 6, 6        
                                160, 166, 167, 172    3, 6, 10, 9         
                                173, 174, 187, 188    4, 4, 24, 6         
                                189, 197, 199, 207    6, 3, 1, 8          
                                208, 208, 210, 210    22, 32, 9, 34       
                                212, 213, 213, 218    14, 11, 18, 14      
                                225, 240, 249, 251    22, 10, 3, 1        
                                253, 253, 254, 259    10, 29, 3, 2        
                                263, 280, 283, 284    7, 25, 14, 7        
                                300, 320, 323, 323    6, 15, 10, 13       
                                338, 338, 348, 348    13, 17, 10, 19      
                                348, 348, 349, 351    25, 34, 11, 26      
эрүүл, аюулгүй орчин            25                    34                  
лаг                             25                    25                  
хот байгуулалт                  26, 351               3, 8                
арга хэмжээ                     27, 44, 213           12, 17, 30          
газар                           27, 28, 30, 31        10, 10, 18, 6       
                                31, 33, 43, 67        27, 12, 6, 2        
                                121, 139, 155, 186    5, 2, 10, 16        
                                187, 200, 201, 202    15, 8, 22, 11       
                                203, 205, 210, 253    9, 8, 17, 13        
                                253, 255, 261, 299    25, 12, 8, 4        
                                299, 306              9, 3                
баар                            27, 31, 31, 77        16, 10, 20, 7       
                                77, 79, 89, 91        15, 17, 13, 13      
                                96, 113, 113, 114     6, 18, 20, 21       
                                116, 117, 117, 136    28, 11, 19, 4       
                                137, 142, 143, 144    8, 13, 17, 17       
                                149, 150, 151, 165    6, 6, 4, 4          
                                166, 167, 168, 169    9, 13, 4, 6         
                                170, 172, 173, 174    4, 4, 7, 7          
